Wine,Winery,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price
Viña Almate La Asperilla,Bodegas y Viñedos Maestro Tejero,Castilla y León,Otros Castilla y León,2014.0,Red,"Tempranillo (80%), Garnacha (4%), Bobal (4%), Albillo Mayor (4%), Moscatel (4%), Palomino (4%)",13.0,14.0,22.0
Fórum Etiqueta Negra,Heredad de Urueña,Castilla y León,Otros Castilla y León,2012.0,Red,Tempranillo,14.5,14.0,9.5
Cardela Crianza,Bodegas Bohórquez,Castilla y León,Ribera del Duero,2014.0,Red,"Tempranillo (85%), Cabernet Sauvignon (10%), Merlot (5%)",14.0,13.5,15.0
Santo Syrah,Heredad de Urueña,Castilla y León,Otros Castilla y León,2014.0,Red,Syrah,14.5,13.5,13.0
Viña Almate Garnacha,Bodegas y Viñedos Maestro Tejero,Castilla y León,Otros Castilla y León,2013.0,Red,Garnacha,14.0,13.5,22.0
Los Tres Dones,Valdemonjas Viñedos y Vino,Castilla y León,Ribera del Duero,2013.0,Red,Tempranillo,14.0,13.5,26.0
Castrillo de Duero,Bodegas y Viñedos Maestro Tejero,Castilla y León,Otros Castilla y León,2015.0,Red,Tempranillo,14.0,13.0,10.0
Viña Almate La Olmera,Bodegas y Viñedos Maestro Tejero,Castilla y León,Otros Castilla y León,2013.0,Red,Tempranillo,14.0,13.0,22.0
Santo Merlot,Heredad de Urueña,Castilla y León,Otros Castilla y León,2014.0,Red,Merlot,14.5,12.5,13.0
Almate,Bodegas y Viñedos Maestro Tejero,Castilla y León,Otros Castilla y León,2016.0,Red,Tempranillo,14.0,12.0,6.0
El Titán del Bendito,Dominio del Bendito,Castilla y León,Toro,2013.0,Red,Tempranillo,15.0,17.0,38.0
Quinta Sardonia,Quinta Sardonia,Castilla y León,Otros Castilla y León,2012.0,Red,"Tempranillo, Cabernet Sauvignon, Merlot, Syrah, Malbec",15.0,17.0,32.0
Corimbo I,Bodegas La Horra,Castilla y León,Ribera del Duero,2011.0,Red,Tempranillo,14.5,16.5,38.0
Pago La Jara,Cía. de Vinos Telmo Rodríguez,Castilla y León,Toro,2012.0,Red,Tempranillo,14.5,16.5,44.0
Quinta Sardonia,Quinta Sardonia,Castilla y León,Otros Castilla y León,2011.0,Red,"Tempranillo, Cabernet Sauvignon, Merlot, Syrah, Malbec",15.0,16.5,32.0
Tomás Postigo,Postigo Vergel,Castilla y León,Ribera del Duero,2014.0,Red,"Tempranillo (88%), Cabernet Sauvignon (7%), Merlot (4%), Malbec",15.0,16.0,19.0
QS2,Quinta Sardonia,Castilla y León,Otros Castilla y León,2013.0,Red,"Tempranillo, Cabernet Sauvignon, Petit Verdot, Syrah, Malbec",15.0,15.5,18.5
Dominio del Bendito El Primer Paso,Dominio del Bendito,Castilla y León,Toro,2014.0,Red,Tempranillo,15.5,15.0,11.0
Dominio del Bendito Las Sabias,Dominio del Bendito,Castilla y León,Toro,2013.0,Red,Tempranillo,15.0,15.0,17.0
Kirios de Adrada Noche,Adrada Ecológica,Castilla y León,Ribera del Duero,2014.0,Red,Tempranillo,14.0,15.0,15.0
Psi,Dominio de Pingus,Castilla y León,Ribera del Duero,2014.0,Red,Tempranillo,14.5,15.0,30.0
Dominio del Bendito El Primer Paso,Dominio del Bendito,Castilla y León,Toro,2015.0,Red,Tempranillo,15.5,14.5,11.0
Gago,Cía. de Vinos Telmo Rodríguez,Castilla y León,Toro,2014.0,Red,Tempranillo,14.0,14.5,17.0
Vizcarra Torralvo,Bodegas Vizcarra-Ramos,Castilla y León,Ribera del Duero,2014.0,Red,Tempranillo,14.5,14.0,25.0
Ácrata Garnacha Tinta,Adrada Ecológica,Unknown,Otros España,2015.0,Red,Garnacha,14.0,13.5,13.0
Kirios de Adrada Todo,Adrada Ecológica,Castilla y León,Ribera del Duero,2014.0,Red,Tempranillo,14.0,13.5,32.0
Ácrata Monastrell,Adrada Ecológica,Unknown,Otros España,2014.0,Red,Monastrell,14.0,13.0,25.0
Sardón,Quinta Sardonia,Castilla y León,Otros Castilla y León,2014.0,Red,"Tempranillo, Garnacha, Cabernet Sauvignon, Malbec",15.0,13.0,9.5
Exuberantya Coupage,Heredad de Urueña,Castilla y León,Otros Castilla y León,2013.0,Red,"Tempranillo (75%), Syrah (25%)",14.0,13.0,8.5
Vizcarra 15 meses,Bodegas Vizcarra-Ramos,Castilla y León,Ribera del Duero,2014.0,Red,Tempranillo,14.5,13.0,12.0
Aalto PS,Bodegas Aalto,Castilla y León,Ribera del Duero,2014.0,Red,Tempranillo,15.0,18.0,60.0
Carmelo Rodero Pago de Valtarreña,Bodegas Rodero,Castilla y León,Ribera del Duero,2014.0,Red,Tempranillo,14.0,18.0,40.0
Abadía Retuerta Pago Valdebellón,Abadía Retuerta,Castilla y León,Otros Castilla y León,2014.0,Red,Cabernet Sauvignon,14.0,17.5,60.0
Sei Solo,Bodegas y Viñedos Sei Solo,Castilla y León,Ribera del Duero,2014.0,Red,Tempranillo,15.0,17.0,50.0
Viña Pedrosa Gran Reserva,Bodegas Hnos. Pérez Pascuas,Castilla y León,Ribera del Duero,2011.0,Red,Tempranillo,14.5,17.0,50.0
Abadía Retuerta Pago Garduña,Abadía Retuerta,Castilla y León,Otros Castilla y León,2014.0,Red,Syrah,14.0,16.5,60.0
Abadía Retuerta Pago Negralada,Abadía Retuerta,Castilla y León,Otros Castilla y León,2014.0,Red,Tempranillo,14.0,16.5,60.0
Matallana,Cía. de Vinos Telmo Rodríguez,Castilla y León,Ribera del Duero,2012.0,Red,Tempranillo,14.0,16.5,75.0
Carmelo Rodero TSM,Bodegas Rodero,Castilla y León,Ribera del Duero,2014.0,Red,"Tempranillo (75%), Merlot (15%), Cabernet Sauvignon (10%)",14.0,16.0,50.0
María,Viñedos Alonso del Yerro,Castilla y León,Ribera del Duero,2012.0,Red,Tempranillo,14.5,16.0,50.0
Campo Elíseo,Bodega Burdigala,Castilla y León,Toro,2011.0,Red,Tempranillo,15.0,15.5,48.0
Dominio de Es La Diva,Dominio de Es,Castilla y León,Ribera del Duero,2014.0,Red,Tempranillo,14.5,15.0,50.0
Tomás Esteban,Bodegas y Viñedos Valderiz,Castilla y León,Ribera del Duero,2009.0,Red,Tempranillo,14.5,15.0,62.0
Goyo García Finca Valdeolmos,Viticultor Goyo García Viadero,Castilla y León,Ribera del Duero,2011.0,Red,Tempranillo,13.5,12.5,35.0
Le Rosé,Bodegas Antídoto,Castilla y León,Ribera del Duero,2015.0,Rose,"Tempranillo, Albillo Mayor",13.5,17.5,50.0
Sabinares Blanco de Guarda,Sabinares y Viñas,Castilla y León,Arlanza,2012.0,White,"Albillo Mayor, Macabeo, Alarije, Chasselas, Rojal",14.5,17.5,30.0
Ossian Capitel,Ossian Vides y Vinos,Castilla y León,Otros Castilla y León,2014.0,White,Verdejo,13.5,17.0,45.0
Roselito,Bodegas Antídoto,Castilla y León,Ribera del Duero,2016.0,Rose,"Tempranillo, Albillo Mayor",13.5,16.0,9.5
Verdling Trocken,Ossian Vides y Vinos,Castilla y León,Otros Castilla y León,2014.0,White,Verdejo,13.0,16.0,22.0
Cienfuegos,Selección César Muñoz,Castilla y León,Otros Castilla y León,2015.0,White,"Albarín (60%), Verdejo (25%), Godello (15%)",13.5,16.0,22.0
Dominio del Águila Blanco,Dominio del Águila,Castilla y León,Otros Castilla y León,2012.0,White,Albillo Mayor,13.0,16.0,40.0
Quintaluna,Ossian Vides y Vinos,Castilla y León,Rueda,2015.0,White,Verdejo,13.0,15.0,7.5
Fórum Rosado,Heredad de Urueña,Castilla y León,Otros Castilla y León,2016.0,Rose,"Tempranillo, Syrah",12.5,14.5,5.0
Lovamor,Bodegas y Viñedos Maestro Tejero,Castilla y León,Otros Castilla y León,2015.0,White,Albillo Mayor,13.5,14.5,18.0
Ácrata Albillo y Pirulés,Adrada Ecológica,Unknown,Otros España,2014.0,White,"Alarije, Albillo Mayor",14.0,14.0,8.5
Ácrata Bobal Rosado,Adrada Ecológica,Unknown,Otros España,2015.0,Rose,Bobal,14.0,13.5,7.0
El Loco de Finca La Colina,Vinos Sanz,Castilla y León,Rueda,2016.0,White,"Verdejo (85%), Sauvignon Blanc (15%)",13.0,13.5,8.0
Pícaro Clarete,Dominio del Águila,Castilla y León,Ribera del Duero,2013.0,Rose,"Tempranillo, Bobal, Garnacha, Albillo Mayor",13.0,13.5,22.0
Rosado Clásico de Valladolid,Bodegas y Viñedos Maestro Tejero,Castilla y León,Otros Castilla y León,2015.0,Rose,"Tempranillo (80%), Otras (20%)",13.5,13.0,10.0
Madreselvas en Flor,Thémera,Unknown,Otros España,2016.0,Rose,Tempranillo,13.0,12.0,4.0
Áster Finca El Otero,Viñedos y Bodegas Áster,Castilla y León,Ribera del Duero,2014.0,Red,Tempranillo,14.5,15.5,23.0
Fabio,Señorío de Val Azul,Madrid,Vinos de Madrid,2010.0,Red,"Cabernet Sauvignon, Merlot, Syrah",15.0,15.0,10.0
Garnatxa de Cérvoles,Celler de Cérvoles,Cataluña,Costers del Segre,2015.0,Red,Garnacha,14.5,15.0,14.0
Urbezo Vendimia Seleccionada,Bodegas Solar de Urbezo,Aragón,Cariñena,2010.0,Red,"Garnacha, Mazuelo, Syrah, Cabernet Sauvignon",14.5,14.5,9.0
Aroa Laia,Vintae,Unknown,Navarra,2016.0,White,Garnacha Blanca,13.0,14.5,8.5
O Luar do Sil,Pago de los Capellanes,Galicia,Valdeorras,2016.0,White,Godello,13.0,14.5,17.5
"Torre del Veguer Dulce V.T. 37,5 cl",Bodegas Torre del Veguer,Cataluña,Penedès,2014.0,Dulce,Moscatel de Grano Menudo,14.0,14.5,16.0
Torre del Veguer Muscat,Bodegas Torre del Veguer,Cataluña,Penedès,2016.0,White,Moscatel de Grano Menudo,13.0,14.0,7.5
Urbezo Chardonnay Lías Finas,Bodegas Solar de Urbezo,Aragón,Cariñena,2015.0,White,Chardonnay,14.0,13.5,7.5
Viña Urbezo,Bodegas Solar de Urbezo,Aragón,Cariñena,2016.0,Red,"Garnacha, Tempranillo, Syrah",14.0,13.5,5.0
Iterum,Bodega y Viñedos Nuntium,Castilla y León,Ribera del Duero,2015.0,Red,Tempranillo,14.0,13.5,15.0
Solarce,Natural Rioja Vintage,La Rioja (España),Rioja,2015.0,Red,"Tempranillo (45%), Graciano (35%), Garnacha (10%), Mazuelo (10%)",14.0,13.5,9.0
Roda Reserva,Bodegas Roda,La Rioja (España),Rioja,2012.0,Red,"Tempranillo (90%), Graciano (5%), Mazuelo (5%)",14.5,13.5,22.0
Raïms de la Immortalitat,Bodegas Torre del Veguer,Cataluña,Penedès,2014.0,White,Xarel·lo,12.5,13.5,12.5
Urbezo Chardonnay Ecológico,Bodegas Solar de Urbezo,Aragón,Cariñena,2016.0,White,Chardonnay,13.5,13.0,7.5
Urbezo Garnacha,Bodegas Solar de Urbezo,Aragón,Cariñena,2015.0,Red,Garnacha,15.0,13.0,6.0
Solarce Blanco,Natural Rioja Vintage,La Rioja (España),Rioja,2015.0,White,"Macabeo (60%), Alarije (35%), Chardonnay (5%)",13.0,13.0,8.5
Aroa Larrosa,Vintae,Unknown,Navarra,2016.0,Rose,Garnacha,13.0,12.5,7.5
Llum del Cadí,Bodegas Torre del Veguer,Unknown,Otros España,2015.0,White,Riesling,12.5,12.5,16.0
Jeronimus,Bodegas Torre del Veguer,Cataluña,Penedès,2015.0,Red,"Durif (67%), Cabernet Sauvignon (33%)",13.0,12.0,15.0
Urbezo Crianza,Bodegas Solar de Urbezo,Aragón,Cariñena,2014.0,Red,"Merlot, Cabernet Sauvignon, Garnacha",14.5,11.5,6.5
Torre del Veguer Eclectic,Bodegas Torre del Veguer,Cataluña,Penedès,2012.0,Red,Cabernet Sauvignon,14.0,11.0,10.0
La Garnacha de Mustiguillo,Bodega Mustiguillo,Unknown,Otros España,2015.0,Red,Garnacha,14.0,16.5,17.0
Rosalía,Pago Alto Landon,Castilla La Mancha,Manchuela,2014.0,Red,Garnacha,14.0,16.5,18.0
Finca Calvestra,Bodega Mustiguillo,Unknown,Otros España,2015.0,White,Merseguera,13.5,16.0,15.0
Albahra,Envínate,Unknown,Otros España,2015.0,Red,"Alicante Bouschet (70%), Moravia agria (30%)",13.5,16.0,10.5
Reto,Bodegas y Viñedos Ponce,Castilla La Mancha,Manchuela,2016.0,White,Albilla de Manchuela,12.5,16.0,12.5
Epistem Nº 3,Atlan & Artisan,Murcia,Yecla,2015.0,Red,Monastrell,15.0,15.5,17.0
El Molar,Casa Castillo,Murcia,Jumilla,2015.0,Red,Garnacha,14.0,15.0,12.0
Casa Castillo Monastrell,Casa Castillo,Murcia,Jumilla,2015.0,Red,Monastrell,15.0,15.0,7.0
Juan Gil Etiqueta Plata,Juan Gil Family Estates,Murcia,Jumilla,2014.0,Red,Monastrell,15.0,15.0,9.0
Juan Gil Etiqueta Azul,Juan Gil Family Estates,Murcia,Jumilla,2014.0,Red,Monastrell,15.5,15.0,19.5
La Atalaya del Camino,Bodegas Atalaya,Castilla La Mancha,Almansa,2015.0,Red,"Alicante Bouschet (85%), Monastrell (15%)",15.5,15.0,12.0
Las Cañadas,Bodegas y Viñedos Ponce,Castilla La Mancha,Manchuela,2016.0,Red,Bobal,12.5,15.0,7.5
Epistem Nº 3,Atlan & Artisan,Murcia,Yecla,2014.0,Red,Monastrell,15.0,14.5,17.0
La Xara,Bodegas y Viñedos Ponce,Castilla La Mancha,Manchuela,2015.0,Red,Garnacha,14.0,14.5,10.0
Gratias Sol,Bodega ...gratias. Familia y Viñedos,Unknown,Otros España,2016.0,White,Tardana,12.0,14.0,7.0
Gratias Rosé,Bodega ...gratias. Familia y Viñedos,Unknown,Otros España,2016.0,Rose,Bobal,13.5,14.0,5.5
Doña Leo,Pago Alto Landon,Castilla La Mancha,Manchuela,2015.0,White,Moscatel de Grano Menudo,13.0,14.0,7.0
Mestizaje,Bodega Mustiguillo,Unknown,Otros España,2016.0,White,"Merseguera (60%), Viognier (35%), Malvasia (5%)",13.5,13.5,9.0
Laya,Bodegas Atalaya,Castilla La Mancha,Almansa,2016.0,Red,"Alicante Bouschet (70%), Monastrell (30%)",14.5,13.0,5.5
Depaula,Bodegas y Viñedos Ponce,Castilla La Mancha,Otros Castilla La Mancha,2016.0,Red,Monastrell,13.5,13.0,12.5
El Cordero y las Vírgenes,Bodega Fil.loxera & Cía,Comunidad Valenciana,Valencia,2014.0,Red,"Monastrell (33%), Alicante Bouschet (33%), Tempranillo (30%), Malvasia (4%)",15.5,17.5,20.0
Enrique Mendoza Petit Verdot,Bodegas Enrique Mendoza,Comunidad Valenciana,Alicante,2013.0,Red,Petit Verdot,14.0,16.5,13.0
Valtosca,Casa Castillo,Murcia,Jumilla,2015.0,Red,Syrah,15.0,16.0,17.0
Santa Rosa,Bodegas Enrique Mendoza,Comunidad Valenciana,Alicante,2014.0,Red,"Cabernet Sauvignon (70%), Merlot (15%), Syrah (15%)",14.5,16.0,21.0
Vermell,Celler del Roure,Comunidad Valenciana,Otros Comunidad Valenciana,2014.0,Red,"Alicante Bouschet (75%), Monastrell (15%), Mandó (10%)",14.5,16.0,14.0
Salia,Finca Sandoval,Castilla La Mancha,Manchuela,2012.0,Red,"Syrah (43%), Alicante Bouschet (42%), Touriga Nacional (8%), Garnacha (7%)",14.5,16.0,13.0
Barahonda Organic Barrica,Bodega Señorio de Barahonda,Murcia,Yecla,2014.0,Red,"Monastrell, Syrah",13.5,15.5,9.0
Dehesa de Luna Graciano,Bodega Dehesa de Luna,Unknown,Otros España,2014.0,Red,Graciano,14.5,15.5,13.5
Les Alcusses,Celler del Roure,Comunidad Valenciana,Valencia,2013.0,Red,"Monastrell (30%), Petit Verdot (30%), Cabernet Sauvignon (25%), Alicante Bouschet (15%)",14.5,15.5,10.0
Altolandón,Pago Alto Landon,Castilla La Mancha,Manchuela,2010.0,Red,"Syrah, Garnacha, Cabernet Franc",14.5,15.5,12.0
Tranco,Bodega Señorio de Barahonda,Murcia,Yecla,2015.0,Red,"Monastrell, Cabernet Franc",14.5,15.0,7.0
Cien y Pico Doble Pasta,Cien y Pico,Castilla La Mancha,Manchuela,2015.0,Red,Alicante Bouschet,14.0,15.0,9.0
Cien y Pico Knights-Errant Aniversario,Cien y Pico,Castilla La Mancha,Manchuela,2007.0,Red,Alicante Bouschet,14.0,15.0,30.0
Barahonda Barrica,Bodega Señorio de Barahonda,Murcia,Yecla,2015.0,Red,"Monastrell, Syrah",14.5,14.5,7.0
Enrique Mendoza Monastrell-Merlot,Bodegas Enrique Mendoza,Comunidad Valenciana,Alicante,2015.0,Red,"Monastrell, Merlot",14.5,14.5,10.0
Irrepetible,Pago Alto Landon,Castilla La Mancha,Manchuela,2015.0,Red,"Malbec, Syrah",14.0,14.5,6.0
CF de Altolandon,Pago Alto Landon,Castilla La Mancha,Manchuela,2011.0,Red,Cabernet Franc,14.0,14.5,14.0
Barahonda Crianza,Bodega Señorio de Barahonda,Murcia,Yecla,2014.0,Red,"Monastrell, Syrah, Petit Verdot",14.5,14.0,6.5
Heredad Candela Petit Verdot,Bodega Señorio de Barahonda,Murcia,Yecla,2014.0,Red,Petit Verdot,14.5,13.5,14.0
Barahonda Organic Joven,Bodega Señorio de Barahonda,Murcia,Yecla,2016.0,Red,"Monastrell, Syrah",15.0,13.5,6.0
Sha-Laqant,Celler La Muntanya,Unknown,Otros España,2015.0,Red,Syrah,15.0,13.5,16.0
Efe Garnacha Tintorera,Bodegas Los Frailes,Comunidad Valenciana,Valencia,2016.0,Red,Alicante Bouschet,14.0,13.5,5.0
Imagine,Gutiérrez de la Vega,Unknown,Otros España,2012.0,Red,Garnacha,14.0,17.5,20.0
1771,Bodegas Los Frailes,Comunidad Valenciana,Valencia,2013.0,Red,Monastrell,14.5,16.5,20.0
La Danza de la Moma,Bodegas Los Frailes,Comunidad Valenciana,Valencia,2012.0,Red,"Monastrell, Marselan",14.0,16.5,20.0
Heredad Candela Monastrell,Bodega Señorio de Barahonda,Murcia,Yecla,2014.0,Red,Monastrell,15.0,16.0,14.0
Barahonda Summum,Bodega Señorio de Barahonda,Murcia,Yecla,2015.0,Red,Monastrell,15.0,15.5,15.0
Sentada sobre la Bestia Rojo,Bodega Fil.loxera & Cía,Unknown,Otros España,2015.0,Red,"Monastrell (58%), Tempranillo (18%), Alicante Bouschet (15%), Malvasia (9%)",14.5,15.5,16.0
Barahonda Monastrell,Bodega Señorio de Barahonda,Murcia,Yecla,2015.0,Red,Monastrell,14.5,15.0,5.5
Viña Ulises,Gutiérrez de la Vega,Unknown,Otros España,2016.0,Red,"Garnacha (60%), Monastrell (40%)",14.0,14.5,12.0
Blanc de Trilogía,Bodegas Los Frailes,Comunidad Valenciana,Valencia,2016.0,White,"Sauvignon Blanc, Moscatel de Alejandría, Verdil",13.0,14.5,8.0
Lualma,Bodega Señorio de Barahonda,Murcia,Yecla,2014.0,Red,Monastrell,15.5,14.0,19.0
Paquito Chocolatero,Celler La Muntanya,Unknown,Otros España,2013.0,Red,"Monastrell, Garnacha, Alicante Bouschet",15.0,14.0,7.5
Trilogía,Bodegas Los Frailes,Comunidad Valenciana,Valencia,2012.0,Red,"Monastrell, Tempranillo, Cabernet Sauvignon",14.5,14.0,10.0
Rojo y Negro,Gutiérrez de la Vega,Unknown,Otros España,2013.0,Red,Garnacha,14.0,13.5,10.0
Cullerot,Celler del Roure,Comunidad Valenciana,Valencia,2016.0,White,"Pedro Ximénez (20%), Macabeo (20%), Merseguera (10%), Tortosí (10%), Otras (10%), Malvasia (10%), Verdil (10%), Chardonnay (10%)",13.5,13.5,8.0
Maduresa,Celler del Roure,Comunidad Valenciana,Valencia,2011.0,Red,"Monastrell (50%), Alicante Bouschet (20%), Syrah (10%), Petit Verdot (10%), Cabernet Sauvignon (10%)",15.0,13.5,16.0
Hoya Montés,Coop. San Antonio de Padua,Castilla La Mancha,Manchuela,2016.0,White,Macabeo,12.5,13.5,4.0
Campo Arriba,Bodega Señorio de Barahonda,Murcia,Yecla,2015.0,Red,"Monastrell (70%), Syrah (20%), Alicante Bouschet (10%)",14.5,13.0,20.0
Efe Monastrell,Bodegas Los Frailes,Comunidad Valenciana,Valencia,2016.0,Red,Monastrell,13.5,13.0,5.0
Celler La Muntanya,Celler La Muntanya,Unknown,Otros España,2014.0,Red,"Monastrell (50%), Garnacha (25%), Alicante Bouschet (20%), Bonicaire (5%)",15.0,11.5,10.0
Almoroig,Celler La Muntanya,Unknown,Otros España,2008.0,Red,"Monastrell, Garnacha, Alicante Bouschet",15.0,11.0,16.0
Casta Diva Cosecha Miel 50 cl.,Gutiérrez de la Vega,Unknown,Otros España,2013.0,Dulce,Moscatel de Alejandría,14.0,17.0,15.0
Finca Sandoval Cuvée Cecilia 50 cl.,Finca Sandoval,Castilla La Mancha,Manchuela,2014.0,Dulce,"Syrah (70%), Moscatel de Alejandría (30%)",15.0,16.5,18.0
Beberás de la Copa de Tu Hermana,Bodega Fil.loxera & Cía,Unknown,Otros España,2015.0,White,"Malvasia (45%), Macabeo (35%), Verdil (10%), Monastrell (5%)",14.5,16.0,10.0
Tío Raimundo,Gutiérrez de la Vega,Unknown,Otros España,2014.0,Generous,Moscatel de Alejandría,15.0,16.0,10.0
Casta Diva Monte Diva,Gutiérrez de la Vega,Unknown,Otros España,2014.0,White,Moscatel de Alejandría,13.5,15.5,13.5
Sentada sobre la Bestia Blau,Bodega Fil.loxera & Cía,Unknown,Otros España,2015.0,Red,Arco,13.5,15.5,16.0
Bilogía,Bodegas Los Frailes,Comunidad Valenciana,Valencia,2014.0,Red,"Monastrell, Syrah",14.0,15.5,7.0
Rayuelo,Pago Alto Landon,Castilla La Mancha,Manchuela,2013.0,Red,Bobal,14.0,15.5,9.0
Cien y Pico Viña La Ceja,Cien y Pico,Castilla La Mancha,Manchuela,2015.0,Red,"Alicante Bouschet (50%), Bobal (50%)",13.5,15.5,7.0
Lliure Albir,Celler La Muntanya,Unknown,Otros España,2016.0,White,"Malvasia, Garnacha Blanca, Merseguera",13.5,15.0,19.0
Albir,Celler La Muntanya,Unknown,Otros España,2016.0,White,"Malvasia, Garnacha Blanca",13.5,15.0,10.0
Gratias Got,Bodega ...gratias. Familia y Viñedos,Unknown,Otros España,2015.0,Red,Bobal,14.0,15.0,9.0
Casta Diva Cosecha Dorada,Gutiérrez de la Vega,Unknown,Otros España,2016.0,White,Moscatel de Alejandría,12.5,14.5,9.0
La Casilla,Bodegas y Viñedos Ponce,Unknown,Otros España,2015.0,Red,Bobal,14.5,14.5,8.5
La Muntanya Parraleta,Celler La Muntanya,Unknown,Otros España,2016.0,Red,Parraleta,12.0,14.5,12.0
La Muntanya Bonicaire,Celler La Muntanya,Unknown,Otros España,2016.0,Red,Bonicaire,14.5,14.5,12.0
El Fundamentalista,Finca Sandoval,Castilla La Mancha,Manchuela,2015.0,Red,"Bobal (50%), Monastrell (50%)",14.5,14.5,11.0
Sentada sobre la Bestia Verd,Bodega Fil.loxera & Cía,Unknown,Otros España,2015.0,Red,Ullet de Perdiu,15.0,14.0,16.0
Safrà,Celler del Roure,Comunidad Valenciana,Otros Comunidad Valenciana,2015.0,Red,"Mandó (85%), Alicante Bouschet (15%)",12.5,14.0,11.0
Finca El Molar Moravia Agria,Vinícola El Molar,Castilla La Mancha,Manchuela,2016.0,Rose,Moravia agria,13.5,14.0,5.0
Buena Pinta,Bodegas y Viñedos Ponce,Castilla La Mancha,Manchuela,2015.0,Red,"Moravia agria, Garnacha",12.5,14.0,12.5
Finca El Carril Hechicero,Bodega Iniesta,Castilla La Mancha,Manchuela,2014.0,Red,"Syrah, Petit Verdot, Tempranillo, Cabernet Sauvignon",14.5,14.0,9.0
Mas de Botí,Celler La Muntanya,Unknown,Otros España,2016.0,Red,Moristel,13.5,13.5,12.0
Clos Lojén,Bodegas y Viñedos Ponce,Castilla La Mancha,Manchuela,2016.0,Red,Bobal,12.5,13.5,7.5
Arroba by Gratias,Bodega ...gratias. Familia y Viñedos,Unknown,Otros España,2015.0,Rose,Pintaílla,12.0,13.0,8.0
Recóndita Armonía,Gutiérrez de la Vega,Unknown,Otros España,2004.0,Dulce,Monastrell,13.5,18.0,60.0
Casa Castillo Pie Franco Viñas Viejas,Casa Castillo,Murcia,Jumilla,2014.0,Red,Monastrell,15.0,17.0,40.0
La Diva,Gutiérrez de la Vega,Unknown,Otros España,2013.0,Dulce,Moscatel de Alejandría,13.5,17.0,22.0
Finca Sandoval,Finca Sandoval,Castilla La Mancha,Manchuela,2011.0,Red,"Syrah (68%), Monastrell (15%), Bobal (12%), Moravia agria (5%)",14.5,17.0,22.0
Clio,Bodegas El Nido,Murcia,Jumilla,2014.0,Red,"Monastrell (70%), Cabernet Sauvignon (30%)",15.5,16.5,35.0
Las Quebradas,Bodegas Enrique Mendoza,Comunidad Valenciana,Alicante,2014.0,Red,Monastrell,14.0,16.5,21.0
Pino,Bodegas y Viñedos Ponce,Castilla La Mancha,Manchuela,2015.0,Red,Bobal,13.0,16.5,23.0
Lavia Finca Paso Malo,Bodegas Lavia,Murcia,Bullas,2013.0,Red,Monastrell,15.5,16.0,35.0
Recóndita Armonía,Gutiérrez de la Vega,Unknown,Otros España,2013.0,Dulce,Monastrell,13.5,16.0,60.0
La Estrecha,Bodegas y Viñedos Ponce,Castilla La Mancha,Manchuela,2015.0,Red,Bobal,13.0,16.0,23.0
Barahonda Zona Zepa,Bodega Señorio de Barahonda,Murcia,Yecla,2014.0,Red,Monastrell,15.5,15.5,60.0
Estrecho,Bodegas Enrique Mendoza,Comunidad Valenciana,Alicante,2014.0,Red,Monastrell,14.0,15.5,21.0
Finca Sandoval Cuvée TNS,Finca Sandoval,Castilla La Mancha,Manchuela,2011.0,Red,"Touriga Nacional (63%), Syrah (31%), Moravia agria (6%)",14.5,15.5,28.0
Lavia +,Bodegas Lavia,Murcia,Bullas,2014.0,Red,"Monastrell, Syrah",15.0,15.0,14.0
Lavia + Origen,Bodegas Lavia,Murcia,Bullas,2014.0,Red,Monastrell,14.5,15.0,20.0
Lavia,Bodegas Lavia,Murcia,Bullas,2012.0,Red,"Monastrell (70%), Syrah (30%)",14.0,15.0,9.5
Las Gravas,Casa Castillo,Murcia,Jumilla,2013.0,Red,"Monastrell (70%), Garnacha (15%), Syrah (15%)",15.0,15.0,23.0
Dolç de Mendoza 50 cl.,Bodegas Enrique Mendoza,Comunidad Valenciana,Alicante,2015.0,Dulce,Monastrell,15.5,15.0,16.5
Ponce P.F.,Bodegas y Viñedos Ponce,Castilla La Mancha,Manchuela,2015.0,Red,Bobal,13.5,15.0,16.0
Viña Ardanza Reserva,"La Rioja Alta, SA",La Rioja (España),Rioja,2008.0,Red,"Tempranillo (80%), Garnacha (20%)",13.5,16.0,21.0
Finca Comabarra,Tomás Cusiné,Cataluña,Costers del Segre,2012.0,Red,"Garnacha (41%), Syrah (33%), Cabernet Sauvignon (26%)",14.5,16.0,23.0
Glorioso Crianza Selección Especial 100 Aniversario,Bodegas Palacio,La Rioja (España),Rioja,2014.0,Red,Tempranillo,14.0,15.5,10.0
Milmanda,Familia Torres,Cataluña,Conca de Barberà,2013.0,White,Chardonnay,14.0,16.0,36.0
Ysios Edición Limitada,Bodegas Ysios,La Rioja (España),Rioja,2012.0,Red,Tempranillo,14.0,15.0,55.0
Marismilla Tintilla,Bodegas Luis Pérez,Unknown,Otros España,2015.0,Red,Graciano,13.5,14.0,8.0
