Wine,Winery,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price
Contrapunto,Granbazán (Agro de Bazán),Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.5,7.0
Brandal,Adegas D'Altamira,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,11.0,8.0
Alberto Nanclares,Alberto Nanclares Ocio,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,11.0,9.0
Fulget,Maior de Mendoza (Coto de Xiabre),Galicia,Rías Baixas,2007.0,White,Albariño,12.5,10.5,8.0
Tempus Vivendi,Alberto Nanclares Ocio,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,10.0,9.0
Pagos del Moncayo Garnacha,Pagos del Moncayo,Aragón,Campo de Borja,2006.0,Red,Garnacha,14.5,16.5,12.0
Alto Moncayo,Bodegas Alto Moncayo,Aragón,Campo de Borja,2005.0,Red,Garnacha,15.5,16.5,30.5
Alto Moncayo Veraton,Bodegas Alto Moncayo,Aragón,Campo de Borja,2005.0,Red,Garnacha,15.0,15.5,20.0
Pagos del Moncayo,Pagos del Moncayo,Aragón,Campo de Borja,2007.0,Red,"Garnacha (65%), Syrah (35%)",13.5,14.5,5.5
Tres Picos Garnacha,Bodegas Borsao,Aragón,Campo de Borja,2006.0,Red,Garnacha,14.5,14.5,13.0
Borsao Selección Tinto Joven,Bodegas Borsao,Aragón,Campo de Borja,2007.0,Red,"Garnacha, Tempranillo, Cabernet Sauvignon",14.0,14.0,3.35
Borsao Crianza Selección,Bodegas Borsao,Aragón,Campo de Borja,2005.0,Red,"Garnacha, Tempranillo, Merlot",14.5,14.0,7.19
Borsao Reserva Selección,Bodegas Borsao,Aragón,Campo de Borja,2004.0,Red,"Garnacha, Tempranillo, Cabernet Sauvignon",14.5,14.0,13.34
Fagus de Coto de Hayas,Bodegas Aragonesas,Aragón,Campo de Borja,2005.0,Red,Garnacha,13.5,13.5,27.0
Coto de Hayas Reserva,Bodegas Aragonesas,Aragón,Campo de Borja,2004.0,Red,Garnacha,13.5,13.5,10.0
Gran Gregoriano Crianza,Agroganadera-Frago,Aragón,Campo de Borja,2004.0,Red,"Tempranillo (60%), Garnacha (30%), Cabernet Sauvignon (10%)",13.5,13.5,4.2
Borsao Primizia,Bodegas Borsao,Aragón,Campo de Borja,2007.0,Red,Garnacha,14.5,13.0,3.78
Coto de Hayas,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,White,Chardonnay,13.0,13.0,3.0
Coto de Hayas Tempranillo-Cabernet,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,Red,"Tempranillo, Cabernet Sauvignon",13.5,13.0,4.0
Solo 08 Syrah,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,Red,Syrah,14.0,13.0,4.5
Coto de Hayas Crianza,Bodegas Aragonesas,Aragón,Campo de Borja,2005.0,Red,"Garnacha (60%), Tempranillo (40%)",13.5,13.0,6.0
Borsao Selección Rosado,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,Rose,Garnacha,13.5,12.5,3.35
Coto de Hayas Garnacha Centenaria,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,Red,Garnacha,13.5,12.5,10.0
Coto de Hayas Rosado,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,Rose,"Garnacha, Tempranillo, Cabernet Sauvignon",13.0,12.5,3.0
Coto de Hayas Joven,Bodegas Aragonesas,Aragón,Campo de Borja,2007.0,Red,"Garnacha, Tempranillo, Cabernet Sauvignon, Syrah",13.0,12.0,3.0
Alvear Fino en Rama,Alvear,Andalucía,Montilla-Moriles,2004.0,Generous,Pedro Ximénez,15.0,15.0,5.2
Saca de Primavera Manzanilla en Rama,Antonio Barbadillo,Andalucía,Jerez y Manzanilla,2008.0,Generous,Palomino,15.0,15.0,10.0
Saca de Invierno Manzanilla en Rama,Antonio Barbadillo,Andalucía,Jerez y Manzanilla,2007.0,Generous,Palomino,15.0,14.5,10.0
D. Pedro de Soutomaior,Adegas Galegas,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,15.0,10.5
Pontellón,Adegas Tollodouro,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,14.5,10.0
Lagar do Castelo,Bodega Castro Baroña,Galicia,Rías Baixas,2007.0,White,Albariño,12.0,14.5,7.1
Ria de Arosa,Carlos Castro Serantes (Tomada de Castro),Galicia,Rías Baixas,2007.0,White,Albariño,12.0,14.5,9.0
O Deus Dionisos,Adegas Galegas,Galicia,Rías Baixas,2007.0,White,Albariño,12.7,14.0,8.3
Fillaboa,Bodegas Fillaboa,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,14.0,12.0
Morgadío,Adegas Morgadío,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.5,12.0
Bágoa do Miño Lágrima,Bodegas As Laxas,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.5,13.45
Val do Sosego,Bodegas As Laxas,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.0,9.86
Terras Gauda O Rosal,Bodegas Terras Gauda,Galicia,Rías Baixas,2007.0,White,"Albariño (80%), Loureiro, Caiño",12.5,13.0,10.35
La Val,Bodegas La Val,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,12.5,7.5
Bouza do Rei,Bouza do Rei,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,12.5,8.0
Terra D'Ouro,Bodegas Pazo de Villarei,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,12.5,10.0
Torre La Moreira,Bodegas Marqués de Vizhoja,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,12.0,7.6
Lagar de Costa,Lagar de Costa,Galicia,Rías Baixas,2007.0,White,Albariño,13.5,11.5,12.0
Mar de Frades,Bodegas Mar de Frades,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.5,15.0
Santiago Roma Selección,Bodegas Santiago Roma,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,11.0,20.0
Señor da Folla Verde (Condado),Bodegas Marqués de Vizhoja,Galicia,Rías Baixas,2007.0,White,"Albariño, Loureiro, Treixadura",12.5,10.5,11.0
Laxas,Bodegas As Laxas,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,15.0,11.02
Lagar de Pintos,Bodegas Lagar de Pintos,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,14.5,8.0
Quinta de Couselo Rosal,Adega Quinta Couselo,Galicia,Rías Baixas,2007.0,White,"Albariño, Loureiro, Caiño",12.5,14.5,8.0
Zíos de Lusco,Adega Pazos de Lusco,Galicia,Rías Baixas,2006.0,White,Albariño,13.0,14.0,8.5
Agnusdei,Bodegas Agnusdei,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,14.0,8.5
Eidos de Padriñan,Adegas Dos Eidos,Galicia,Rías Baixas,2007.0,White,Albariño,13.3,14.0,7.0
D. Pedro de Soutomaior Neve Carbónica,Adegas Galegas,Galicia,Rías Baixas,2007.0,White,Albariño,13.5,13.5,9.0
Orballo,Bodegas La Val,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.5,7.5
Santiago Ruiz,Santiago Ruiz,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,13.5,12.5
Núñez Andion,Bodegas Núñez Andión,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.0,8.0
Santiago Roma,Bodegas Santiago Roma,Galicia,Rías Baixas,2007.0,White,Albariño,12.0,13.0,15.0
Tollodouro Rosal,Adegas Tollodouro,Galicia,Rías Baixas,2007.0,White,"Albariño, Caiño, Treixadura, Loureiro",12.5,13.0,11.0
Castel de Bouza,Bouza do Rei,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,12.5,9.0
Lagar de Cervera,Lagar de Fornelos,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,12.5,12.75
Taranis Condado,Robaliño,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,12.5,8.0
Veigas de Padriñan,Adegas Dos Eidos,Galicia,Rías Baixas,2007.0,White,Albariño,13.7,12.5,8.0
Marqués de Vizhoja,Bodegas Marqués de Vizhoja,Galicia,Otros Galicia,2007.0,White,Otras,11.5,12.0,4.4
Señorío de Sobral,Señorío de Sobral,Galicia,Rías Baixas,2007.0,White,Albariño,12.0,12.0,7.25
Ex Libris,Lagar de Besada,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.0,6.5
Finca de Arantei,Bodegas La Val,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.0,7.5
Liñar de Vides,Robaliño,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.0,8.0
Pazo San Mauro,Pazo San Mauro,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.0,10.0
Valdumia Premium,Valdumia,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,11.0,6.5
La Val Crianza sobre Lías,Bodegas La Val,Galicia,Rías Baixas,2003.0,White,Albariño,12.5,16.5,24.0
Nora da Neve,Viña Nora,Galicia,Rías Baixas,2006.0,White,Albariño,13.0,16.0,21.0
Martín Códax Pé Redondo Lías,Bodegas Martín Códax,Galicia,Rías Baixas,2006.0,White,Albariño,13.0,15.5,20.0
Terras Gauda O Rosal,Bodegas Terras Gauda,Galicia,Rías Baixas,2006.0,White,"Albariño, Caiño, Loureiro",12.5,15.5,30.0
Lusco,Adega Pazos de Lusco,Galicia,Rías Baixas,2006.0,White,Albariño,13.0,15.0,12.5
Capricho de Morgadío,Adegas Morgadío,Galicia,Rías Baixas,2005.0,White,Albariño,12.5,15.0,20.0
La Val Fermentado en Barrica,Bodegas La Val,Galicia,Rías Baixas,2005.0,White,Albariño,12.5,15.0,15.0
Veigadares,Adegas Galegas,Galicia,Rías Baixas,2006.0,White,"Albariño (85%), Treixadura (10%), Loureiro (5%)",13.0,14.5,16.0
Pazo de Señorans Selección de Añada,Pazo de Señorans,Galicia,Rías Baixas,2003.0,White,Albariño,12.5,14.5,35.0
Tomada de Castro,Carlos Castro Serantes (Tomada de Castro),Galicia,Rías Baixas,2007.0,White,Albariño,12.0,14.0,10.0
Albariño de Fefiñanes III Año,Bodegas del Palacio de Fefiñanes,Galicia,Rías Baixas,2005.0,White,Albariño,13.0,14.0,28.0
Eidos Contraaparede,Adegas Dos Eidos,Galicia,Rías Baixas,2004.0,White,Albariño,12.5,14.0,11.0
Pazo de Señorans,Pazo de Señorans,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,13.5,12.0
Valmiñor,Adegas Valmiñor,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.5,12.0
Turonia,Adega Quinta Couselo,Galicia,Rías Baixas,2007.0,White,Albariño,12.5,13.0,8.0
Davila,Adegas Valmiñor,Galicia,Rías Baixas,2007.0,White,"Albariño, Otras",12.5,12.5,15.0
Nora,Viña Nora,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,12.5,12.5
Fillaboa Selección Finca Monte Alto,Bodegas Fillaboa,Galicia,Rías Baixas,2006.0,White,Albariño,12.5,12.5,15.0
Laxas Condado,Bodegas As Laxas,Galicia,Rías Baixas,2006.0,White,"Albariño (55%), Treixadura (30%), Loureiro (15%)",12.5,12.5,13.45
César Príncipe,Bodegas César Príncipe (Las Nieblas),Castilla y León,Cigales,2005.0,Red,Tempranillo (100%),14.5,14.5,18.0
Maudes Crianza,Bodegas Lezcano-Lacalle,Castilla y León,Cigales,2004.0,Red,"Tempranillo (80%), Merlot (15%), Cabernet Sauvignon (5%)",13.5,14.5,9.0
DÚ - Lezcano-Lacalle,Bodegas Lezcano-Lacalle,Castilla y León,Cigales,2003.0,Red,"Tempranillo (80%), Merlot (15%), Cabernet Sauvignon (5%)",13.5,14.5,37.0
Museum Real Reserva,Bodegas Museum,Castilla y León,Cigales,2003.0,Red,Tempranillo (100%),14.0,14.5,12.0
Carredueñas,Bodegas y Viñedos Pilcar,Castilla y León,Cigales,2007.0,Rose,Tempranillo,13.0,14.0,3.5
Torondos Crianza,Bodega Coop. de Cigales,Castilla y León,Cigales,2005.0,Red,Otras,14.2,14.0,4.1
Viña Concejo,Bodegas y Viñedos Pilcar,Castilla y León,Cigales,2005.0,Red,Tempranillo,14.5,14.0,11.8
Prelado de Armedilla Crianza,Bodegas Hijos de Félix Salas,Castilla y León,Cigales,2003.0,Red,Otras,13.0,14.0,7.0
Traslanzas,Traslanzas,Castilla y León,Cigales,2004.0,Red,Tempranillo,14.0,13.5,17.0
Viña Sesmero,Bodegas y Viñedos Valeriano,Castilla y León,Cigales,2007.0,Rose,"Tempranillo (70%), Garnacha (15%), Verdejo (15%)",13.0,13.0,2.1
Valeriano Roble,Bodegas y Viñedos Valeriano,Castilla y León,Cigales,2006.0,Red,Tempranillo (100%),13.5,13.0,2.4
Museum Crianza,Bodegas Museum,Castilla y León,Cigales,2003.0,Red,Tempranillo (100%),13.5,13.0,7.0
Docetañidos,Bodegas Lezcano-Lacalle,Castilla y León,Cigales,2007.0,Rose,"Tempranillo (80%), Otras (20%)",12.8,12.5,7.0
Torondos Cigales Nuevo,Bodega Coop. de Cigales,Castilla y León,Cigales,2007.0,Rose,"Tempranillo, Garnacha Blanca, Verdejo",13.0,12.0,2.5
Calderona Rosado Elite,Bodegas Frutos Villar,Castilla y León,Cigales,2007.0,Rose,Otras,12.5,12.0,4.5
Viña Picota,Bodegas Hijos de Félix Salas,Castilla y León,Cigales,2007.0,Rose,Otras,12.5,12.0,4.0
Valeriano Crianza,Bodegas y Viñedos Valeriano,Castilla y León,Cigales,2005.0,Red,Tempranillo (100%),13.5,12.0,4.2
Sinforiano,Bodegas y Viñedos Sinforiano Vaquero,Castilla y León,Cigales,2004.0,Red,Tempranillo (100%),14.5,12.0,10.0
Sinfo,Bodegas y Viñedos Sinforiano Vaquero,Castilla y León,Cigales,2007.0,Rose,"Tempranillo (80%), Verdejo (10%)",12.8,11.5,2.4
Carratraviesa Selección,Bodegas Hijos de Rufino Iglesias,Castilla y León,Cigales,2007.0,Rose,"Tempranillo (80%), Garnacha (10%), Otras (10%)",13.0,11.5,3.0
Sinfo,Bodegas y Viñedos Sinforiano Vaquero,Castilla y León,Cigales,2006.0,Red,Tempranillo (100%),14.6,11.5,3.5
Calderona Reserva,Bodegas Frutos Villar,Castilla y León,Cigales,2004.0,Red,Otras,14.0,11.5,8.5
Calderona Crianza,Bodegas Frutos Villar,Castilla y León,Cigales,2005.0,Red,Otras,13.5,11.0,6.8
Gran Solar de Laguna Selección Especial,Bodegas Solar de Laguna,Castilla y León,Cigales,2007.0,Rose,Tempranillo (100%),13.0,10.5,6.0
Millatos,Bodegas Hijos de Rufino Iglesias,Castilla y León,Cigales,2006.0,Red,Tempranillo (100%),13.5,9.0,3.4
Qué Bonito Cacareaba,Benjamín Romeo,La Rioja (España),Rioja,2006.0,White,Otras,14.0,15.5,30.0
Abel Mendoza Malvasia Fermentado en Barrica,Abel Mendoza Monge,La Rioja (España),Rioja,2006.0,White,Malvasia,13.0,15.0,13.8
Allende,Finca Allende,La Rioja (España),Rioja,2005.0,White,"Viura, Malvasia",14.0,15.0,16.0
Remelluri Blanco,Granja Ntra. Sra. de Remelluri,La Rioja (España),Rioja,2005.0,White,Otras,14.5,15.0,28.0
Arabarte de Autor Fermentado en Barrica,Bodegas Arabarte,La Rioja (España),Rioja,2004.0,White,Otras,13.5,14.5,15.0
Muga Fermentado en Barrica,Bodegas Muga,La Rioja (España),Rioja,2007.0,White,"Viura (90%), Malvasia (10%)",13.0,14.0,8.0
Abando Fermentado en Barrica,Bodegas Santalba,La Rioja (España),Rioja,2007.0,White,Viura,13.0,14.0,6.0
Izadi,Viña Villabuena (Izadi),La Rioja (España),Rioja,2006.0,White,"Viura (80%), Malvasia (20%)",13.0,14.0,7.8
Martin Cendoya Malvasia Fermentado en Barrica,Eguren Ugarte,La Rioja (España),Rioja,2006.0,White,Malvasia,13.0,14.0,10.95
Viña Real Fermentado en Barrica,Viña Real,La Rioja (España),Rioja,2005.0,White,Viura,13.5,14.0,6.5
Baigorri Fermentado en Barrica,Bodegas Baigorri,La Rioja (España),Rioja,2005.0,White,Viura,13.5,14.0,10.0
Valserrano Fermentado en barrica,Bodegas y Viñedos de la Marquesa,La Rioja (España),Rioja,2006.0,White,"Viura (90%), Malvasia (10%)",14.0,13.5,7.7
Placet,Bodegas Palacios Remondo,La Rioja (España),Rioja,2006.0,White,Otras,13.5,13.5,13.5
Erre Punto,Bodegas Fernando Remírez de Ganuza,La Rioja (España),Rioja,2007.0,White,"Viura (60%), Malvasia (40%)",13.5,13.0,11.0
Viña Albina,Bodegas Riojanas,La Rioja (España),Rioja,2007.0,White,Viura (100%),12.0,13.0,5.0
Marqués de Cáceres Fermentado en Barrica,Unión Viti-Vinicola (Marqués de Cáceres),La Rioja (España),Rioja,2006.0,White,"Viura, Malvasia",13.5,12.5,6.8
Beronia Viura Fermentado en Barrica,Bodegas Beronia,La Rioja (España),Rioja,2005.0,White,Viura,13.0,12.5,8.0
Cosme Palacio Crianza,Bodegas Palacio,La Rioja (España),Rioja,2005.0,White,Viura,12.5,12.5,8.0
Conde Valdemar,Bodegas Valdemar,La Rioja (España),Rioja,2007.0,White,Viura (100%),13.0,12.0,8.0
Heredad Ugarte Fermentado en Barrica,Eguren Ugarte,La Rioja (España),Rioja,2006.0,White,"Viura (90%), Malvasia (10%)",13.0,10.0,7.45
Finca Los Nevados Viognier,Finca Los Nevados,Castilla La Mancha,Otros Castilla La Mancha,2007.0,White,Viognier,13.5,14.5,9.85
Chivite Colección 125 Rosado,Grupo Chivite,Unknown,Navarra,2004.0,Rose,Otras,13.5,14.5,45.0
Finca Los Nevados Syrah,Finca Los Nevados,Castilla La Mancha,Otros Castilla La Mancha,2004.0,Red,Syrah,13.5,14.5,7.6
Guitian,Bodegas A Tapada,Galicia,Valdeorras,2007.0,White,Godello,13.0,14.0,9.0
Guitian Fermentado en Barrica,Bodegas A Tapada,Galicia,Valdeorras,2006.0,White,Godello,13.0,13.5,18.0
Azul de Guelbenzu,Bodegas Guelbenzu,Unknown,Otros España,2005.0,Red,"Tempranillo (46%), Merlot (38%), Cabernet Sauvignon (16%)",13.5,13.5,7.0
Guelbenzu Lautus,Bodegas Guelbenzu,Unknown,Otros España,2001.0,Red,"Tempranillo, Merlot, Cabernet Sauvignon, Garnacha",13.5,13.5,35.0
Alvarez Nölting Chardonnay,Alvarez Nölting,Unknown,Otros España,2007.0,White,"Chardonnay, Sauvignon Blanc",12.0,13.0,12.0
Alvarez Nölting,Alvarez Nölting,Unknown,Otros España,2005.0,Red,"Tempranillo (70%), Cabernet Sauvignon (30%)",13.0,13.0,12.0
Guitian Sobre Lías,Bodegas A Tapada,Galicia,Valdeorras,2007.0,White,Godello,13.0,12.0,12.0
Finca Antigua Petit Verdot,Finca Antigua,Castilla La Mancha,La Mancha,2006.0,Red,Petit Verdot (100%),14.0,12.0,6.0
Guelbenzu Evo,Bodegas Guelbenzu,Unknown,Otros España,2005.0,Red,"Cabernet Sauvignon (58%), Merlot (23%), Tempranillo (19%)",14.0,12.0,12.0
Mas de Bazán Rosado,Mas de Bazán,Comunidad Valenciana,Utiel-Requena,2007.0,Rose,"Bobal (50%), Garnacha (40%), Syrah (10%)",12.5,11.5,4.0
Alma de Tobí­a Rosado fermentado en barrica,Bodegas Tobía,La Rioja (España),Rioja,2007.0,Rose,"Tempranillo (85%), Otras (15%)",13.5,11.5,15.0
Duradero,Liberalia Enológica,Unknown,Otros España,2006.0,Red,Otras,15.0,11.5,8.5
Finca Los Nevados Tempranillo-Petit Verdot,Finca Los Nevados,Castilla La Mancha,Otros Castilla La Mancha,2005.0,Red,"Tempranillo, Petit Verdot",14.5,11.0,9.0
Peregrino Verdejo,Bodegas Gordonzello,Unknown,Castilla y León,2007.0,White,Verdejo,12.5,10.5,4.3
Torroxal,Viñas do Torroxal,Galicia,Rías Baixas,2005.0,Red,"Caiño, Sousón, Brancellao",12.5,10.5,10.5
Guelbenzu Lombana,Bodegas Guelbenzu,Unknown,Otros España,2005.0,Red,"Graciano (27%), Tempranillo (24%), Syrah (20%), Merlot (15%), Cabernet Sauvignon (14%)",14.0,10.5,7.0
Dehesa de Rubiales Prieto Picudo,Dehesa de Rubiales,Unknown,Castilla y León,2005.0,Red,Prieto Picudo,14.5,15.0,11.5
Peregrino Reserva,Bodegas Gordonzello,Unknown,Tierra de León,2004.0,Red,Prieto Picudo,14.0,15.0,9.5
Casis Crianza,Bodegas y Viñedos Pedro Casis,Unknown,Tierra de León,2005.0,Red,Prieto Picudo,14.0,14.5,6.0
Dehesa de Rubiales Alaia Crianza,Dehesa de Rubiales,Unknown,Castilla y León,2005.0,Red,"Prieto Picudo (50%), Tempranillo (35%), Merlot (15%)",13.7,14.5,11.5
Clan Charco Las Ánimas,Bodegas y Viñedos Los Oteros,Unknown,Tierra de León,2007.0,Rose,Prieto Picudo,13.0,14.0,8.5
Pardevalles Carroleon,Hijos de Rafael Alonso (Pardevalles),Unknown,Tierra de León,2005.0,Red,Prieto Picudo,14.5,14.0,9.5
Viña El Pico de los Cerros,Nicolás Rey e Hijos,Unknown,Tierra de León,2007.0,Rose,Prieto Picudo,13.0,13.5,2.75
Villacezan Doce Meses,Bodegas Villacezán,Unknown,Tierra de León,2005.0,Red,Prieto Picudo,14.0,13.5,9.0
Dehesa de Rubiales Polivarietal,Dehesa de Rubiales,Unknown,Castilla y León,2001.0,Red,"Prieto Picudo (60%), Tempranillo (40%)",13.5,13.5,8.0
Casis,Bodegas y Viñedos Pedro Casis,Unknown,Tierra de León,2007.0,Rose,Prieto Picudo,13.5,13.0,2.4
Pardevalles,Hijos de Rafael Alonso (Pardevalles),Unknown,Tierra de León,2007.0,Rose,Prieto Picudo,13.5,13.0,3.9
Tombú,Dominio Dostares,Unknown,Castilla y León,2007.0,Rose,Prieto Picudo,14.0,13.0,7.5
Valjunco Crianza,Bodegas Vinos de León,Unknown,Tierra de León,2004.0,Red,Prieto Picudo,13.0,13.0,7.7
Dehesa de Rubiales Alaia,Dehesa de Rubiales,Unknown,Castilla y León,2007.0,Rose,Prieto Picudo,13.5,12.5,4.3
Molendores,Bodegas Villacezán,Unknown,Tierra de León,2007.0,Rose,Prieto Picudo,13.0,12.5,4.9
Valjunco Rosado,Bodegas Vinos de León,Unknown,Tierra de León,2006.0,Rose,Prieto Picudo,13.0,12.0,3.8
Peregrino Rosado,Bodegas Gordonzello,Unknown,Tierra de León,2007.0,Rose,Prieto Picudo,13.0,11.5,3.3
D'Ornia Vendimia Seleccionada,Bodegas Ribera del Ornia,Unknown,Tierra de León,2006.0,Red,Prieto Picudo,14.0,11.5,9.0
Finca Montegrande,Bodegas Arturo Alvarez,Unknown,Tierra de León,2006.0,Rose,Prieto Picudo,12.5,11.0,3.0
Viña El Pico de los Cerros Crianza,Nicolás Rey e Hijos,Unknown,Tierra de León,2005.0,Red,Prieto Picudo,13.5,11.0,4.5
Peregrino Crianza,Bodegas Gordonzello,Unknown,Tierra de León,2005.0,Red,Prieto Picudo,13.5,11.0,6.5
Tampesta Rosado,Bodegas Tampesta,Unknown,Tierra de León,2007.0,Rose,Prieto Picudo,13.5,10.5,4.3
Malpaso,Canopy,Castilla La Mancha,Méntrida,2006.0,Red,Syrah,14.5,16.5,14.0
Arrayán Syrah,Bodegas Arrayán,Castilla La Mancha,Méntrida,2004.0,Red,Syrah,14.0,16.5,14.0
Arrayán Petit Verdot,Bodegas Arrayán,Castilla La Mancha,Méntrida,2004.0,Red,Petit Verdot,14.0,16.0,18.0
Arrayán Merlot,Bodegas Arrayán,Castilla La Mancha,Méntrida,2004.0,Red,Merlot,14.0,15.5,18.0
Arrayán Premium,Bodegas Arrayán,Castilla La Mancha,Méntrida,2004.0,Red,"Syrah, Merlot, Petit Verdot, Cabernet Sauvignon",14.0,15.5,30.0
D.Cecilio Syrah,Bodegas La Cerca,Castilla La Mancha,Méntrida,2007.0,Red,Syrah,14.0,14.5,1.8
Tres Patas,Canopy,Castilla La Mancha,Méntrida,2006.0,Red,"Garnacha (80%), Syrah (20%)",14.5,14.5,14.0
Cuñas Davia,Adegas Valdavia,Galicia,Ribeiro,2006.0,White,"Treixadura (80%), Albariño (20%)",13.0,14.0,10.0
Idrias Merlot,Bodegas Sierra de Guara,Aragón,Somontano,2007.0,Rose,"Merlot, Cabernet Sauvignon",13.0,14.0,7.0
Enebral Verdejo,Liberalia Enológica,Castilla y León,Rueda,2007.0,White,Verdejo,12.5,13.5,5.8
Torresteban crianza,Coop. Sto. Cristo de la Salud,Castilla La Mancha,Méntrida,2004.0,Red,Tempranillo,12.5,13.5,4.5
Arrayán Cabernet Sauvignon,Bodegas Arrayán,Castilla La Mancha,Méntrida,2004.0,Red,Cabernet Sauvignon,14.0,13.5,16.0
Viña Bispo Sauvignon Blanc-Verdejo,Bodegas Juan González López,Castilla La Mancha,Méntrida,2007.0,White,"Sauvignon Blanc, Verdejo",13.0,13.0,2.9
Viña Bispo Crianza,Bodegas Juan González López,Castilla La Mancha,Méntrida,2004.0,Red,"Cabernet Sauvignon, Merlot",14.0,13.0,5.4
Cuñas Davia,Adegas Valdavia,Galicia,Ribeiro,2007.0,White,"Treixadura (70%), Albariño (10%), Loureiro, Lado, Torrontés",13.0,12.5,7.0
Peñamonte,Bodegas Torreduero,Castilla y León,Toro,2007.0,Rose,"Tinta de Toro, Garnacha",14.0,12.0,4.5
Novo Bazán Joven,Mas de Bazán,Comunidad Valenciana,Utiel-Requena,2007.0,Red,Bobal,13.0,12.0,4.64
Viña Bispo Rosado Garnacha,Bodegas Juan González López,Castilla La Mancha,Méntrida,2007.0,Rose,Garnacha,13.5,11.5,2.2
Arrayán Rosado,Bodegas Arrayán,Castilla La Mancha,Méntrida,2007.0,Rose,"Syrah, Cabernet Sauvignon, Petit Verdot, Merlot",12.0,11.0,7.0
Molino Viejo Tempranillo,Bodegas La Cerca,Castilla La Mancha,Méntrida,2006.0,Red,Tempranillo,14.0,10.5,3.5
D.Cecilio Rosado,Bodegas La Cerca,Castilla La Mancha,Méntrida,2007.0,Rose,Garnacha,13.5,9.0,1.8
Golán,Bodegas Tampesta,Unknown,Tierra de León,2006.0,Red,Prieto Picudo,13.5,15.0,8.5
Cumal,Dominio Dostares,Unknown,Castilla y León,2005.0,Red,Prieto Picudo,14.0,15.0,19.0
E Terna Selección,Terna Bodegas,Unknown,Castilla y León,2005.0,Red,Prieto Picudo,14.5,14.5,25.0
Pardevalles Gamonal,Hijos de Rafael Alonso (Pardevalles),Unknown,Tierra de León,2006.0,Red,Prieto Picudo,14.5,14.0,6.5
Leione,Dominio Dostares,Unknown,Castilla y León,2005.0,Red,Prieto Picudo,13.5,14.0,13.0
Peregrino 14 Crianza,Bodegas Gordonzello,Unknown,Tierra de León,2005.0,Red,Prieto Picudo,14.0,14.0,10.0
Don Suero Reserva,Bodegas Vinos de León,Unknown,Tierra de León,2000.0,Red,Prieto Picudo,13.0,13.5,13.5
Galio Villacezán,Bodegas Villacezán,Unknown,Tierra de León,2006.0,Red,Prieto Picudo,14.0,13.5,12.0
Premeditación,Viñedos y Bodega Julio Crespo,Unknown,Tierra de León,2006.0,Red,Prieto Picudo,13.0,13.5,10.15
Tampesta Roble,Bodegas Tampesta,Unknown,Tierra de León,2006.0,Red,"Prieto Picudo, Tempranillo",13.0,13.0,6.2
Villacezán Seis Meses,Bodegas Villacezán,Unknown,Tierra de León,2006.0,Red,Prieto Picudo,14.0,13.0,7.0
Estay,Dominio Dostares,Unknown,Castilla y León,2005.0,Red,Prieto Picudo,13.5,12.5,8.0
Viña El Pico de los Cerros (Magnum),Nicolás Rey e Hijos,Unknown,Tierra de León,2004.0,Red,Prieto Picudo,13.5,12.0,20.0
