Wine,Winery,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price,Main Variety,Variety Count,Variety Class
Ambiz Chelva,Vinos Ambiz,Unknown,Otros España,2013.0,White,Montúa,13.0,14.0,12.0,Montúa,1,Pure
Ambiz Garnacha El Tiemblo,Vinos Ambiz,Unknown,Otros España,2013.0,Red,Garnacha,14.0,14.0,12.0,Garnacha,1,Pure
Valleyglesias La Pájara,Bodegas y Viñedos Valleyglesias,Madrid,Vinos de Madrid,2014.0,White,Albillo Real,14.0,14.0,18.0,Albillo,1,Pure
Arrayán Selección,Bodegas Arrayán,Castilla La Mancha,Méntrida,2010.0,Red,"Syrah, Cabernet Sauvignon, Merlot, Petit Verdot",14.0,14.0,9.0,Syrah,4,Mixed
Arrayán Premium,Bodegas Arrayán,Castilla La Mancha,Méntrida,2010.0,Red,"Syrah (60%), Cabernet Sauvignon (25%), Merlot (15%)",14.0,14.0,25.0,Syrah,3,Mixed
Valleyglesias Albillo y Moscatel,Bodegas y Viñedos Valleyglesias,Madrid,Vinos de Madrid,2014.0,White,Moscatel,13.5,13.5,12.0,Moscatel,1,Pure
Arrayán,Bodegas Arrayán,Castilla La Mancha,Méntrida,2014.0,Rose,"Merlot, Syrah",14.0,13.0,8.0,Merlot,2,Mixed
Arrayán Petit Verdot,Bodegas Arrayán,Castilla La Mancha,Méntrida,2010.0,Red,Petit Verdot,14.0,13.0,13.0,Petit,1,Pure
7 Navas Finca Faustina,Bodega Garnacha Alto Alberche,Castilla y León,Otros Castilla y León,2010.0,Red,Garnacha,15.5,13.0,32.0,Garnacha,1,Pure
Ambiz Tempranillo El Tiemblo,Vinos Ambiz,Unknown,Otros España,2013.0,Red,Tempranillo,14.0,10.5,12.0,Tempranillo,1,Pure
Barco del Corneta Verdejo,Barco del Corneta,Castilla y León,Otros Castilla y León,2013.0,White,Verdejo,13.5,16.0,17.0,Verdejo,1,Pure
Hermanos Lurton Verdejo,Bodega El Albar Lurton,Castilla y León,Rueda,2014.0,White,Verdejo,13.0,15.5,8.0,Verdejo,1,Pure
Finca Montepedroso Verdejo,Finca Montepedroso,Castilla y León,Rueda,2014.0,White,Verdejo,12.5,15.5,7.5,Verdejo,1,Pure
José Pariente Verdejo Cuvée Especial,Bodegas José Pariente,Castilla y León,Rueda,2013.0,White,Verdejo,13.5,15.5,25.0,Verdejo,1,Pure
Martinsancho Verdejo,Angel Rodríguez Vidal,Castilla y León,Rueda,2014.0,White,Verdejo,13.0,15.0,7.0,Verdejo,1,Pure
Flor Innata,Bodega Valdecuevas,Castilla y León,Rueda,2014.0,White,Verdejo,13.0,14.5,6.5,Verdejo,1,Pure
Arindo Verdejo,Bodegas y Viñedos Shaya,Castilla y León,Rueda,2014.0,White,Verdejo,13.0,14.5,6.5,Verdejo,1,Pure
Shaya Verdejo,Bodegas y Viñedos Shaya,Castilla y León,Rueda,2014.0,White,Verdejo,13.5,14.5,9.0,Verdejo,1,Pure
Hermanos Lurton Sauvignon Blanc,Bodega El Albar Lurton,Castilla y León,Rueda,2014.0,White,Sauvignon Blanc,13.0,14.0,8.0,Sauvignon,1,Pure
Valdecuevas Verdejo,Bodega Valdecuevas,Castilla y León,Rueda,2014.0,White,Verdejo,13.0,14.0,8.0,Verdejo,1,Pure
Finca La Colina Verdejo Cien x Cien,Vinos Sanz,Castilla y León,Rueda,2014.0,White,Verdejo,13.0,14.0,9.0,Verdejo,1,Pure
Antonio Sanz Rueda Verdejo,Antonio Sanz,Castilla y León,Rueda,2014.0,White,Verdejo,13.0,14.0,6.5,Verdejo,1,Pure
Cucú Verdejo,Barco del Corneta,Castilla y León,Otros Castilla y León,2013.0,White,Verdejo,13.0,14.0,8.5,Verdejo,1,Pure
Martivillí Verdejo,Angel Lorenzo Cachazo,Castilla y León,Rueda,2014.0,White,Verdejo,12.5,13.0,6.0,Verdejo,1,Pure
Martivillí Sauvignon Blanc,Angel Lorenzo Cachazo,Castilla y León,Rueda,2014.0,White,Sauvignon Blanc,13.0,12.5,6.5,Sauvignon,1,Pure
Menade Rueda Verdejo,Menade,Castilla y León,Rueda,2014.0,White,Verdejo,13.0,12.5,7.0,Verdejo,1,Pure
Finca La Colina Sauvignon Blanc,Vinos Sanz,Castilla y León,Rueda,2014.0,White,Sauvignon Blanc,13.0,12.0,11.5,Sauvignon,1,Pure
Menade Rueda Sauvignon Blanc,Menade,Castilla y León,Rueda,2014.0,White,Sauvignon Blanc,13.5,12.0,9.0,Sauvignon,1,Pure
Dulce Menade Sauvignon Blanc,Menade,Castilla y León,Rueda,2014.0,White,Sauvignon Blanc,11.5,11.5,8.5,Sauvignon,1,Pure
Marqués de Riscal Finca Montico Verdejo,Bodegas de los Herederos del Marqués de Riscal,Castilla y León,Rueda,2014.0,White,Verdejo,13.5,17.0,13.0,Verdejo,1,Pure
V Malcorta Verdejo,Bodega Javier Sanz Viticultor,Castilla y León,Rueda,2014.0,White,Verdejo,13.0,16.5,20.0,Verdejo,1,Pure
Campo Eliseo Verdejo,Bodega Burdigala,Castilla y León,Rueda,2013.0,White,Verdejo,13.0,16.5,23.0,Verdejo,1,Pure
Campo Alegre Verdejo,Bodega Burdigala,Castilla y León,Rueda,2014.0,White,Verdejo,13.0,16.0,11.0,Verdejo,1,Pure
Finca Las Caraballas Verdejo,Finca Las Caraballas,Castilla y León,Otros Castilla y León,2014.0,White,Verdejo,13.0,16.0,9.5,Verdejo,1,Pure
Basa,Cía. de Vinos Telmo Rodríguez,Castilla y León,Rueda,2014.0,White,Verdejo,13.0,15.5,7.0,Verdejo,1,Pure
El Gordo del Circo,Casa Rojo Enología Creativa,Castilla y León,Rueda,2014.0,White,Verdejo,13.5,15.0,11.5,Verdejo,1,Pure
Finca Las Caraballas Verdejo,Finca Las Caraballas,Castilla y León,Rueda,2011.0,White,Verdejo,13.0,15.0,9.5,Verdejo,1,Pure
Nisia Verdejo Old Vines,Grupo Jorge Ordóñez,Castilla y León,Rueda,2013.0,White,Verdejo,13.0,15.0,9.5,Verdejo,1,Pure
Shaya Habis Verdejo,Bodegas y Viñedos Shaya,Castilla y León,Rueda,2011.0,White,Verdejo,14.0,15.0,20.0,Verdejo,1,Pure
Marqués de Riscal Sauvignon,Bodegas de los Herederos del Marqués de Riscal,Castilla y León,Rueda,2014.0,White,Sauvignon Blanc,13.5,14.5,9.0,Sauvignon,1,Pure
Marqués de Riscal Verdejo,Bodegas de los Herederos del Marqués de Riscal,Castilla y León,Rueda,2014.0,White,Verdejo,13.0,14.5,7.0,Verdejo,1,Pure
Javier Sanz Verdejo,Bodega Javier Sanz Viticultor,Castilla y León,Rueda,2014.0,White,Verdejo,13.0,14.5,8.0,Verdejo,1,Pure
Castelo de Medina Vendimia Seleccionada Verdejo,Bodegas Castelo de Medina,Castilla y León,Rueda,2013.0,White,Verdejo,13.0,14.5,9.0,Verdejo,1,Pure
Valdecuevas F.B. Verdejo,Bodega Valdecuevas,Castilla y León,Rueda,2013.0,White,Verdejo,13.0,14.5,10.5,Verdejo,1,Pure
Martivillí F.B. Verdejo,Angel Lorenzo Cachazo,Castilla y León,Rueda,2013.0,White,Verdejo,13.0,14.0,9.5,Verdejo,1,Pure
Finca Las Caraballas Verdejo,Finca Las Caraballas,Castilla y León,Otros Castilla y León,2013.0,White,Verdejo,13.0,14.0,9.5,Verdejo,1,Pure
Castelo Noble F.B.,Bodegas Castelo de Medina,Castilla y León,Rueda,2013.0,White,Verdejo,13.0,13.0,9.0,Verdejo,1,Pure
Picos de Cabariezo Roble,Compañía Lebaniega de Vinos y Licores,Unknown,Otros Cantabria,2012.0,Red,Mencía,13.5,15.0,8.5,Mencía,1,Pure
Roque Colás,Colás Viticultores,Aragón,Calatayud,2011.0,Red,"Cabernet Sauvignon, Tempranillo, Garnacha",15.0,14.5,10.0,Cabernet,3,Mixed
Picos de Cabariezo Roble,Compañía Lebaniega de Vinos y Licores,Unknown,Otros Cantabria,2013.0,Red,Mencía,13.5,14.5,8.5,Mencía,1,Pure
Arbayún Garnacha,Baja Montaña Viñedos y Bodegas,Unknown,Navarra,2014.0,Rose,Garnacha,13.5,14.0,9.0,Garnacha,1,Pure
Abadal Picapoll,Masies d'Avinyó (Abadal),Cataluña,Pla de Bages,2014.0,White,Picpoul,12.5,13.5,11.0,Picpoul,1,Pure
Matanegra,Pago los Balancines,Extremadura,Ribera del Guadiana,2012.0,Red,"Alicante Bouschet, Tempranillo, Cabernet Sauvignon",14.5,13.0,19.0,Alicante,3,Mixed
Viña Albina,Bodegas Riojanas,La Rioja (España),Rioja,2014.0,White,Macabeo,12.0,13.0,3.5,Macabeo,1,Pure
Gran Clot dels Oms,Finca Ca N'Estella,Cataluña,Penedès,2011.0,Red,Merlot,14.0,12.5,19.5,Merlot,1,Pure
Emilio Moro,Bodegas Emilio Moro,Castilla y León,Ribera del Duero,2012.0,Red,Tempranillo,14.0,12.5,16.0,Tempranillo,1,Pure
Arbayún Chardonnay,Baja Montaña Viñedos y Bodegas,Unknown,Navarra,2014.0,White,Chardonnay,13.5,12.0,9.0,Chardonnay,1,Pure
Dominio de Tares Godello FB,Viñedos y Bodegas Dominio de Tares,Castilla y León,Bierzo,2014.0,White,Godello,13.0,12.0,12.5,Godello,1,Pure
Alunado Sauvignon Blanc,Pago los Balancines,Extremadura,Ribera del Guadiana,2013.0,White,Sauvignon Blanc,13.5,12.0,13.0,Sauvignon,1,Pure
Finca Resalso,Bodegas Emilio Moro,Castilla y León,Ribera del Duero,2014.0,Red,Tempranillo,13.5,12.0,7.5,Tempranillo,1,Pure
Ederra Reserva,Bodegas Bilbaínas,La Rioja (España),Rioja,2010.0,Red,Tempranillo,13.5,12.0,9.0,Tempranillo,1,Pure
Quinta Clarisa,Belondrade,Castilla y León,Otros Castilla y León,2014.0,Rose,Tempranillo,13.5,12.0,10.0,Tempranillo,1,Pure
Ventilla 71 Reserva,Bodegas Martínez Lacuesta,La Rioja (España),Rioja,2005.0,Red,Tempranillo,14.0,11.5,14.0,Tempranillo,1,Pure
Marina de Aliste,Javier de Jesús Pérez (Aliste),Castilla y León,Otros Castilla y León,2013.0,Red,"Tempranillo (90%), Syrah (10%)",15.0,11.5,30.0,Tempranillo,2,Mixed
El Grifo Listán Negro,El Grifo,Canarias,Lanzarote,2013.0,Red,Listán Negro,12.5,11.0,10.0,Listán,1,Pure
Huno,Pago los Balancines,Extremadura,Ribera del Guadiana,2013.0,Red,"Alicante Bouschet, Tempranillo, Cabernet Sauvignon, Syrah",14.5,9.0,13.0,Alicante,4,Mixed
Pazo Señoráns Colección,Pazo de Señorans,Galicia,Rías Baixas,2011.0,White,Albariño,12.5,16.0,15.5,Albariño,1,Pure
Ponte da Boga Albariño,Adega Ponte da Boga,Galicia,Ribeira Sacra,2014.0,White,Albariño,13.0,16.0,10.0,Albariño,1,Pure
Ponte da Boga Godello,Adega Ponte da Boga,Galicia,Ribeira Sacra,2014.0,White,Godello,13.0,15.5,10.0,Godello,1,Pure
Teira X (muestra),Adega Manuel Formigo de la Fuente,Galicia,Ribeiro,2014.0,White,"Treixadura (50%), Loureiro (20%), Alvilla (15%), Albariño (15%)",12.0,15.5,12.0,Treixadura,4,Mixed
Pazo Señoráns Selección de Añada,Pazo de Señorans,Galicia,Rías Baixas,2007.0,White,Albariño,13.0,15.0,31.0,Albariño,1,Pure
Finca Teira,Adega Manuel Formigo de la Fuente,Galicia,Ribeiro,2014.0,White,"Treixadura (80%), Godello (15%), Torrontés (5%)",12.0,15.0,10.0,Treixadura,3,Mixed
Fillaboa,Bodegas Fillaboa,Galicia,Rías Baixas,2014.0,White,Albariño,12.0,14.5,12.0,Albariño,1,Pure
El Paraguas Atlántico,Bodegas El Paraguas,Galicia,Ribeiro,2013.0,White,"Treixadura (86%), Godello (9%), Albariño (5%)",12.5,14.5,14.5,Treixadura,3,Mixed
Pazo Señoráns,Pazo de Señorans,Galicia,Rías Baixas,2014.0,White,Albariño,12.0,14.0,12.0,Albariño,1,Pure
A Pita Cega,Lagar de Sabariz,Galicia,Otros Galicia,2013.0,White,"Albariño, Treixadura",12.5,14.0,30.0,Albariño,2,Mixed
Fillaboa Finca Monte Alto,Bodegas Fillaboa,Galicia,Rías Baixas,2013.0,White,Albariño,12.0,13.5,17.0,Albariño,1,Pure
Maior de Mendoza Fermentación Carbónica,Maior de Mendoza (Coto de Xiabre),Galicia,Rías Baixas,2014.0,White,Albariño,12.0,13.5,10.0,Albariño,1,Pure
Lagar de Cervera,Lagar de Fornelos,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,13.0,9.5,Albariño,1,Pure
Maior de Mendoza Sobre Lías,Maior de Mendoza (Coto de Xiabre),Galicia,Rías Baixas,2014.0,White,Albariño,12.0,13.0,9.0,Albariño,1,Pure
Maior de Mendoza 3 Crianzas,Maior de Mendoza (Coto de Xiabre),Galicia,Rías Baixas,2012.0,White,Albariño,12.5,12.5,17.0,Albariño,1,Pure
Fulget,Maior de Mendoza (Coto de Xiabre),Galicia,Rías Baixas,2014.0,White,Albariño,12.0,12.5,8.0,Albariño,1,Pure
Teira X,Adega Manuel Formigo de la Fuente,Galicia,Ribeiro,2013.0,White,"Treixadura (60%), Loureiro (20%), Albariño (10%), Alvilla (10%)",12.0,12.5,12.0,Treixadura,4,Mixed
Alma,Epicure Wines,Galicia,Rías Baixas,2013.0,White,Albariño,13.0,12.0,18.0,Albariño,1,Pure
Audacia,Epicure Wines,Galicia,Valdeorras,2013.0,White,Godello,13.5,11.5,13.0,Godello,1,Pure
Cos Pés,Bodegas Forjas del Salnés,Galicia,Otros Galicia,2013.0,White,Albariño,12.5,15.5,18.0,Albariño,1,Pure
Gomariz X,Coto de Gomariz,Galicia,Ribeiro,2014.0,White,Albariño,13.0,15.0,12.0,Albariño,1,Pure
O Con,Viños de Encostas de Xosé Lois Sebio,Galicia,Otros Galicia,2013.0,White,Albariño,13.0,15.0,20.0,Albariño,1,Pure
Marieta,Bodegas Martín Códax,Galicia,Rías Baixas,2014.0,White,Albariño,11.5,14.5,7.5,Albariño,1,Pure
Zárate Tras da Viña,E. Pomares Zárate e Hijos,Galicia,Rías Baixas,2013.0,White,Albariño,12.5,14.0,15.0,Albariño,1,Pure
Alba Martín,Bodegas Martín Códax,Galicia,Rías Baixas,2014.0,White,Albariño,12.0,13.5,7.0,Albariño,1,Pure
Zárate,E. Pomares Zárate e Hijos,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,13.5,10.0,Albariño,1,Pure
Organistrum,Bodegas Martín Códax,Galicia,Rías Baixas,2014.0,White,Albariño,13.0,13.5,16.5,Albariño,1,Pure
Zárate El Palomar,E. Pomares Zárate e Hijos,Galicia,Rías Baixas,2013.0,White,Albariño,13.5,13.5,21.0,Albariño,1,Pure
X de Saó,Saó del Coster,Galicia,Rías Baixas,2012.0,White,Albariño,12.5,13.5,11.0,Albariño,1,Pure
Mytilus,Adega Pombal A Lanzada,Galicia,Rías Baixas,2014.0,White,Albariño,12.0,13.0,7.0,Albariño,1,Pure
O Deus Dionisos,Adegas Galegas,Galicia,Rías Baixas,2014.0,White,Albariño,12.0,13.0,7.5,Albariño,1,Pure
Martín Códax,Bodegas Martín Códax,Galicia,Rías Baixas,2014.0,White,Albariño,12.0,13.0,10.0,Albariño,1,Pure
Do Ferreiro,Gerardo Méndez Lázaro,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,13.0,14.0,Albariño,1,Pure
Zárate Balado,E. Pomares Zárate e Hijos,Galicia,Rías Baixas,2013.0,White,Albariño,13.5,13.0,21.0,Albariño,1,Pure
D. Pedro de Soutomaior,Adegas Galegas,Galicia,Rías Baixas,2014.0,White,Albariño,12.0,12.5,8.5,Albariño,1,Pure
Burgáns,Bodegas Martín Códax,Galicia,Rías Baixas,2014.0,White,Albariño,12.0,12.5,11.0,Albariño,1,Pure
Martín Códax Lías,Bodegas Martín Códax,Galicia,Rías Baixas,2014.0,White,Albariño,13.0,12.5,16.5,Albariño,1,Pure
Do Ferreiro Cepas Vellas,Gerardo Méndez Lázaro,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,12.5,22.0,Albariño,1,Pure
Arcan,Adega Pombal A Lanzada,Galicia,Rías Baixas,2013.0,White,Albariño,12.0,12.5,9.0,Albariño,1,Pure
D. Pedro de Soutomaior Neve Carbónica,Adegas Galegas,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,12.0,10.0,Albariño,1,Pure
Leirana,Bodegas Forjas del Salnés,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,12.0,11.5,Albariño,1,Pure
Veigadares,Adegas Galegas,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,12.0,12.5,Albariño,1,Pure
Viña de Martín Os Pasás,Luis A. Rodríguez Vázquez,Galicia,Ribeiro,2010.0,White,"Treixadura (80%), Albariño (10%), Lado (5%), Torrontés (5%)",13.0,18.0,13.5,Treixadura,4,Mixed
Coto de Gomariz Colleita Sel.,Coto de Gomariz,Galicia,Ribeiro,2012.0,White,"Treixadura (70%), Albariño, Loureiro, Silveiriña, Godello, Lado",13.0,17.5,18.0,Treixadura,6,Mixed
Salvaxe,Viños de Encostas de Xosé Lois Sebio,Galicia,Ribeiro,2012.0,White,"Lado, Treixadura, Godello, Albariño, Caiño, Silveiriña",13.5,17.5,22.0,Lado,6,Mixed
Coto de Gomariz,Coto de Gomariz,Galicia,Ribeiro,2013.0,White,"Treixadura (70%), Godello (10%), Albariño (10%), Loureiro (10%)",13.5,17.0,11.0,Treixadura,4,Mixed
Viña de Martín Os Pasás,Luis A. Rodríguez Vázquez,Galicia,Ribeiro,2011.0,White,"Treixadura (80%), Albariño (10%), Lado (5%), Torrontés (5%)",13.0,17.0,13.5,Treixadura,4,Mixed
Soverribas,Alberto Nanclares Ocio,Galicia,Rías Baixas,2013.0,White,Albariño,12.5,16.0,20.0,Albariño,1,Pure
Viña de Martín Os Pasás,Luis A. Rodríguez Vázquez,Galicia,Ribeiro,2012.0,White,"Treixadura (80%), Albariño (10%), Lado (5%), Torrontés (5%)",12.5,16.0,13.5,Treixadura,4,Mixed
Algueira Cortezada,Adega Algueira,Galicia,Ribeira Sacra,2014.0,White,"Godello, Albariño, Treixadura",13.0,15.5,12.0,Godello,3,Mixed
A Teixa,Luis A. Rodríguez Vázquez,Galicia,Ribeiro,2012.0,White,Treixadura,13.0,15.0,19.0,Treixadura,1,Pure
Alberto Nanclares,Alberto Nanclares Ocio,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,14.0,18.0,Albariño,1,Pure
Ailalá-Ailalelo Treixadura,Ailalá-Ailalelo,Galicia,Ribeiro,2014.0,White,Treixadura,13.0,14.0,8.0,Treixadura,1,Pure
Mara Martín Godello,Bodegas Martín Códax,Galicia,Monterrei,2014.0,White,Godello,12.5,13.5,7.0,Godello,1,Pure
The Flower & The Bee,Coto de Gomariz,Galicia,Ribeiro,2014.0,White,Treixadura,13.0,13.5,8.0,Treixadura,1,Pure
Anxo Martín O Rosal,Bodegas Martín Códax,Galicia,Rías Baixas,2014.0,White,"Albariño, Caiño, Loureiro",12.0,13.0,7.0,Albariño,3,Mixed
Finca A Pedreira,Milagros Moraña Durán,Galicia,Rías Baixas,2013.0,White,Albariño,12.5,13.0,8.0,Albariño,1,Pure
Brandán,Adega Algueira,Galicia,Ribeira Sacra,2013.0,White,Godello,13.0,13.0,9.0,Godello,1,Pure
Amizade,Gerardo Méndez Lázaro,Galicia,Monterrei,2014.0,White,Godello,12.5,12.5,9.0,Godello,1,Pure
Paraje Mina,Alberto Nanclares Ocio,Galicia,Rías Baixas,2013.0,White,Albariño,12.5,12.5,13.5,Albariño,1,Pure
Cíes,Bodegas y Viñedos Rodrigo Méndez,Galicia,Rías Baixas,2013.0,White,Albariño,12.5,17.0,16.5,Albariño,1,Pure
Louro Godello,Rafael Palacios,Galicia,Valdeorras,2014.0,White,Godello,13.5,17.0,12.5,Godello,1,Pure
La Caña Navia FB,Bodegas La Cana,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,16.5,21.0,Albariño,1,Pure
Avancia Cuvée de O,Grupo Jorge Ordóñez,Galicia,Valdeorras,2014.0,White,Godello,13.5,16.5,11.0,Godello,1,Pure
Guímaro Cepas Viejas,Pedro M. Rodriguez Pérez,Galicia,Ribeira Sacra,2013.0,White,"Godello (80%), Treixadura (15%), Cigüente (5%)",13.5,15.5,12.0,Godello,3,Mixed
Sameirás,Sameirás,Galicia,Ribeiro,2013.0,White,"Treixadura, Albariño, Godello, Lado, Loureiro",13.5,15.5,9.5,Treixadura,5,Mixed
Armán Finca Os Loureiros,Casal de Armán,Galicia,Ribeiro,2013.0,White,"Treixadura, Godello, Albariño",13.5,15.5,16.0,Treixadura,3,Mixed
Quinta de Couselo Selección Albariño,Adega Quinta Couselo,Galicia,Rías Baixas,2011.0,White,Albariño,13.0,15.0,13.0,Albariño,1,Pure
Sameirás,Sameirás,Galicia,Ribeiro,2014.0,White,"Treixadura, Albariño, Godello, Lado, Loureiro",13.5,15.0,9.5,Treixadura,5,Mixed
Armán Finca Misenhora,Casal de Armán,Galicia,Ribeiro,2013.0,White,Treixadura,13.5,15.0,16.0,Treixadura,1,Pure
La Caña Albariño,Bodegas La Cana,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,14.5,10.5,Albariño,1,Pure
Pazo Casanova,Pazo Casanova,Galicia,Ribeiro,2014.0,White,"Treixadura (80%), Godello (10%), Albariño (5%), Loureiro (5%)",13.5,14.5,7.5,Treixadura,4,Mixed
Quinta da Muradella Alanda,Quinta da Muradella,Galicia,Monterrei,2014.0,White,"Godello, Cigüente, Treixadura",13.0,14.0,10.5,Godello,3,Mixed
Casal de Armán,Casal de Armán,Galicia,Ribeiro,2014.0,White,"Treixadura (90%), Godello (5%), Albariño (5%)",13.5,14.0,9.0,Treixadura,3,Mixed
Avancia Godello FB,Grupo Jorge Ordóñez,Galicia,Valdeorras,2014.0,White,Godello,13.5,14.0,21.0,Godello,1,Pure
7 Cupos,Casal de Armán,Galicia,Ribeiro,2014.0,White,"Albariño, Caiño, Godello, Treixadura, Torrontés",13.5,13.5,6.0,Albariño,5,Mixed
Quinta de Couselo,Adega Quinta Couselo,Galicia,Rías Baixas,2014.0,White,"Albariño (90%), Caiño (6%), Loureiro (4%)",13.0,13.0,12.0,Albariño,3,Mixed
Finca Viñoa,Finca Viñoa,Galicia,Ribeiro,2014.0,White,"Treixadura, Godello, Albariño, Loureiro",13.0,12.5,12.0,Treixadura,4,Mixed
Turonia,Adega Quinta Couselo,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,12.0,12.0,Albariño,1,Pure
Purgatori,Familia Torres,Cataluña,Costers del Segre,2012.0,Red,"Garnacha, Mazuelo, Syrah",14.5,15.5,25.0,Garnacha,3,Mixed
Luis Saavedra Garnacha Cepas Viejas,Bodega Ecológica Luis Saavedra,Madrid,Vinos de Madrid,2011.0,Red,Garnacha,14.5,15.0,18.0,Garnacha,1,Pure
Sela,Bodegas Roda,La Rioja (España),Rioja,2012.0,Red,"Tempranillo (96%), Graciano (3%), Garnacha",14.0,15.0,18.0,Tempranillo,3,Mixed
Monólogo,Grupo Freixenet,Castilla y León,Rueda,2014.0,White,Verdejo,12.5,14.0,5.0,Verdejo,1,Pure
Aljibes Cabernet Franc,Bodega Los Aljibes,Castilla La Mancha,Otros Castilla La Mancha,2012.0,Red,Cabernet Franc,13.5,13.5,9.5,Cabernet,1,Pure
Gratias Rosé,Bodega ...gratias. Familia y Viñedos,Castilla La Mancha,Otros Castilla La Mancha,2014.0,Rose,Bobal,13.0,13.0,6.0,Bobal,1,Pure
Gratias Maximas XIII,Bodega ...gratias. Familia y Viñedos,Castilla La Mancha,Otros Castilla La Mancha,2013.0,Red,Bobal,14.5,13.0,8.5,Bobal,1,Pure
Julio Herrero Malvar,Solera Bodegas,Madrid,Vinos de Madrid,2012.0,White,Malvar,13.0,13.0,8.5,Malvar,1,Pure
Monólogo Crianza,Grupo Freixenet,La Rioja (España),Rioja,2012.0,Red,Tempranillo,14.0,13.0,5.0,Tempranillo,1,Pure
Finca San Martín Crianza,Torre de Oña,La Rioja (España),Rioja,2012.0,Red,Tempranillo,14.0,13.0,6.5,Tempranillo,1,Pure
Viñas de Anna Blanc de Blancs,Codorniu,Cataluña,Catalunya,2014.0,White,"Chardonnay, Moscatel de Grano Menudo",13.0,13.0,8.5,Chardonnay,2,Mixed
Homenaje Edición Limitada Ernesto Naranjo,Bodegas Marco Real,Unknown,Navarra,2014.0,Rose,Garnacha,13.0,12.5,4.0,Garnacha,1,Pure
Chivite Syrah Finca de Villatuerta,Grupo Chivite,Unknown,Navarra,2011.0,Red,Syrah,14.0,12.5,12.5,Syrah,1,Pure
Gratias Tardana Blanc,Bodega ...gratias. Familia y Viñedos,Unknown,Otros España,2014.0,White,Planta Nova,12.0,12.0,6.5,Planta,1,Pure
Arroba by Gratias,Bodega ...gratias. Familia y Viñedos,Unknown,Otros España,2014.0,Red,Pintaílla,12.5,12.0,15.0,Pintaílla,1,Pure
Geijo FB,Javier de Jesús Pérez (Aliste),Castilla y León,Otros Castilla y León,2014.0,White,"Macabeo (40%), Chardonnay (30%), Verdejo (30%)",13.0,12.0,15.0,Macabeo,3,Mixed
Pagos de Negredo Rosado,Pagos de Negredo,Castilla y León,Arlanza,2014.0,Rose,Tempranillo,13.0,11.5,6.0,Tempranillo,1,Pure
Castelo Rosé,Bodegas Castelo de Medina,Castilla y León,Otros Castilla y León,2014.0,Rose,"Garnacha (85%), Tempranillo (15%)",13.0,11.5,6.5,Garnacha,2,Mixed
Infinitum by Gratias,Bodega ...gratias. Familia y Viñedos,Unknown,Otros España,2014.0,Red,Otras,13.5,11.0,10.0,Otras,1,Pure
Quinta da Muradella Gorvia,Quinta da Muradella,Galicia,Monterrei,2008.0,White,Cigüente,13.0,18.0,28.0,Cigüente,1,Pure
Goliardo A Telleira,Bodegas Forjas del Salnés,Galicia,Rías Baixas,2013.0,White,Albariño,12.5,18.0,35.0,Albariño,1,Pure
Muradella,Quinta da Muradella,Galicia,Monterrei,2010.0,White,"Treixadura (95%), Monstruosa (5%)",13.5,17.5,28.0,Treixadura,2,Mixed
Viña de Martín Escolma,Luis A. Rodríguez Vázquez,Galicia,Ribeiro,2010.0,White,"Treixadura, Albariño, Lado, Torrontés",13.0,17.5,29.0,Treixadura,4,Mixed
As Sortes,Rafael Palacios,Galicia,Valdeorras,2014.0,White,Godello,13.5,17.5,35.0,Godello,1,Pure
Muradella,Quinta da Muradella,Galicia,Monterrei,2012.0,White,"Treixadura (95%), Monstruosa (5%)",13.5,17.0,28.0,Treixadura,2,Mixed
Albariño de Fefiñanes III Año,Bodegas del Palacio de Fefiñanes,Galicia,Rías Baixas,2012.0,White,Albariño,12.5,17.0,30.0,Albariño,1,Pure
Leirana Genoveva,Bodegas Forjas del Salnés,Galicia,Rías Baixas,2013.0,White,Albariño,12.5,16.5,29.0,Albariño,1,Pure
Martín Códax Gallaecia,Bodegas Martín Códax,Galicia,Rías Baixas,2011.0,White,Albariño,13.0,16.5,36.0,Albariño,1,Pure
Sábrego,Quinta da Muradella,Galicia,Monterrei,2013.0,White,Cigüente,13.0,16.0,22.0,Cigüente,1,Pure
Coccinella,Alberto Nanclares Ocio,Galicia,Rías Baixas,2013.0,White,Albariño,13.0,16.0,25.0,Albariño,1,Pure
Albariño de Fefiñanes,Bodegas del Palacio de Fefiñanes,Galicia,Rías Baixas,2014.0,White,Albariño,12.5,15.0,13.0,Albariño,1,Pure
Sálvora,Bodegas y Viñedos Rodrigo Méndez,Galicia,Rías Baixas,2013.0,White,Albariño,12.5,15.0,28.0,Albariño,1,Pure
