Wine,Winery,Country,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price
Tauromaquia Oloroso,Bodegas Gracia Hermanos,España,Andalucía,Montilla-Moriles,Tipo:  Generoso,Castas: Pedro Ximénez,Alcohol: 19.00º,Consumo óptimo: ,16.0,15.00
Tauromaquia Pedro Ximénez,Bodegas Gracia Hermanos,España,Andalucía,Montilla-Moriles,Tipo:  Dulce,Castas: Pedro Ximénez,Alcohol: 15.00º,Consumo óptimo: ,16.0,20.00
"Fino Eléctrico en Rama 37,5 cl.",Bodegas Toro Albalá,España,Andalucía,Montilla-Moriles,Tipo:  Generoso,Castas: Pedro Ximénez,Alcohol: 15.00º,Consumo óptimo: ,15.5,6.50 
Tauromaquia Solera Fina,Bodegas Gracia Hermanos,España,Andalucía,Montilla-Moriles,Tipo:  Generoso,Castas: Pedro Ximénez,Alcohol: 15.00º,Consumo óptimo: ,15.5,9.00 
Eléctrico Fino del Lagar 50 cl.,Bodegas Toro Albalá,España,Andalucía,Montilla-Moriles,Tipo:  Generoso,Castas: Pedro Ximénez,Alcohol: 15.00º,Consumo óptimo: ,15.0,6.00 
Arketipo,Sota Els Àngels,España,Cataluña,Empordà-Costa Brava,2014,Tinto,"Mazuelo (65%), Syrah (23%), Merlot (12%)",13.50,16.0,20.00
Clos d'Agon Blanco,Mas Gil,España,N/D,Cataluña,2008,Blanco,"Marsanne, Roussane, Viognier",14.00,15.5,36.00
Clos d'Agon,Mas Gil,España,N/D,Cataluña,2011,Tinto,"Syrah (35%), Cabernet Franc (25%), Merlot (22%), Cabernet Sauvignon (11%), Petit Verdot (7%)",15.00,15.5,57.00
Perelada Finca La Garriga,Cavas del Castillo de Perelada,España,Cataluña,Empordà-Costa Brava,2012,Tinto,Mazuelo,15.10,15.5,15.00
Pink Flow,Sota Els Àngels,España,Cataluña,Empordà-Costa Brava,2015,Rosado,"Mazuelo (78%), Otras (22%)",13.50,15.0,11.00
Sota Els Àngels,Sota Els Àngels,España,Cataluña,Empordà-Costa Brava,2008,Tinto,"Cabernet Sauvignon (43%), Mazuelo (38%), Carmenère (19%)",14.00,15.0,33.00
Flow Blanco,Sota Els Àngels,España,Cataluña,Empordà-Costa Brava,2015,Blanco,"Mazuelo, Picapoll",11.00,14.5,11.00
Perelada Finca Malaveïna,Cavas del Castillo de Perelada,España,Cataluña,Empordà-Costa Brava,2012,Tinto,"Cabernet Sauvignon, Cabernet Franc, Merlot",14.10,14.5,20.00
Mas Oller Mar,Mas Oller,España,Cataluña,Empordà-Costa Brava,2015,Blanco,"Picapoll, Malvasia",13.00,14.0,9.50 
Flow Tinto,Sota Els Àngels,España,Cataluña,Empordà-Costa Brava,2015,Tinto,"Mazuelo (68%), Merlot (18%), Picapoll (14%)",13.50,14.0,11.00
Perelada Finca Espolla,Cavas del Castillo de Perelada,España,Cataluña,Empordà-Costa Brava,2011,Tinto,"Syrah (75%), Cabernet Sauvignon (20%), Garnacha (5%)",15.40,14.0,15.00
Sota Els Àngels Blanco,Sota Els Àngels,España,Cataluña,Empordà-Costa Brava,2015,Blanco,"Viognier (67%), Picapoll (33%)",13.50,13.5,24.00
Amic Rosat,Mas Gil,España,Cataluña,Empordà-Costa Brava,2014,Rosado,Garnacha,13.00,13.5,11.00
Mas Oller Aquarel·lo,Mas Oller,España,Cataluña,Empordà-Costa Brava,2015,Tinto,"Garnacha, Syrah",13.00,13.5,9.50 
Perelada 5 Finques Reserva,Cavas del Castillo de Perelada,España,Cataluña,Empordà-Costa Brava,2013,Tinto,"Cabernet Sauvignon (42%), Merlot (19%), Syrah (14%), Mazuelo (14%), Garnacha (7%), Monastrell (4%)",13.80,13.5,11.00
Mas Oller Blau,Mas Oller,España,Cataluña,Empordà-Costa Brava,2015,Tinto,"Syrah, Garnacha",13.50,13.0,8.00 
Mas Oller Plus,Mas Oller,España,Cataluña,Empordà-Costa Brava,2013,Tinto,"Syrah, Garnacha",14.50,13.0,15.00
Amic,Mas Gil,España,Cataluña,Empordà-Costa Brava,2012,Tinto,"Garnacha, Merlot, Cabernet Sauvignon, Syrah, Monastrell",14.50,13.0,11.00
Mas Oller Pur,Mas Oller,España,Cataluña,Empordà-Costa Brava,2013,Tinto,"Syrah, Garnacha, Cabernet Sauvignon",14.50,12.5,20.00
Clos d'Agon,Mas Gil,España,N/D,Cataluña,2011,Tinto,"Syrah (35%), Cabernet Franc (25%), Merlot (22%), Cabernet Sauvignon (11%), Petit Verdot (7%)",15.00,15.5,57.00
Clos d'Agon Blanco,Mas Gil,España,N/D,Cataluña,2013,Blanco,"Marsanne, Roussane, Viognier",13.50,14.0,36.00
Teira X,Adega Manuel Formigo de la Fuente,España,Galicia,Ribeiro,2015,Blanco,"Treixadura (60%), Loureiro (20%), Albariño (10%), Alvilla (10%)",13.00,16.5,12.00
Cholo,Adega Manuel Formigo de la Fuente,España,Galicia,Ribeiro,2015,Blanco,Loureiro,12.00,16.0,16.00
Viña de Martín Os Pasás,Luis A. Rodríguez Vázquez,España,Galicia,Ribeiro,2014,Blanco,"Treixadura (80%), Albariño (10%), Lado (5%), Torrontés (5%)",13.00,16.0,13.50
Casal de Armán tinto,Casal de Armán,España,Galicia,Ribeiro,2015,Tinto,"Brancellao, Sousón, Caiño Longo",13.50,16.0,11.50
Casal de Armán blanco,Casal de Armán,España,Galicia,Ribeiro,2015,Blanco,"Treixadura (90%), Albariño (5%), Godello (5%)",13.50,15.5,11.50
Gomariz X,Coto de Gomariz,España,Galicia,Ribeiro,2015,Blanco,Albariño,13.50,15.5,11.00
Finca Teira blanco,Adega Manuel Formigo de la Fuente,España,Galicia,Ribeiro,2015,Blanco,"Treixadura, Godello, Torrontés",13.00,15.5,10.00
Finca Viñoa,Finca Viñoa,España,Galicia,Ribeiro,2014,Blanco,"Treixadura, Albariño, Godello, Loureiro",13.00,15.5,13.00
3 Ura,Bodegas Campante,España,Galicia,Ribeiro,2014,Blanco,Treixadura,13.00,15.5,13.00
Viña do Avó blanco,Sameirás,España,Galicia,Ribeiro,2015,Blanco,"Treixadura, Albariño, Godello, Torrontés",13.00,15.0,6.00 
Ailalá Treixadura,Ailalá-Ailalelo,España,Galicia,Ribeiro,2015,Blanco,Treixadura,13.50,15.0,8.00 
The Flower & The Bee Sousón,Coto de Gomariz,España,Galicia,Ribeiro,2015,Tinto,Sousón,13.00,15.0,8.00 
Ailalá Sousón,Ailalá-Ailalelo,España,Galicia,Ribeiro,2015,Tinto,Sousón,13.50,15.0,8.00 
The Flower & The Bee Treixadura,Coto de Gomariz,España,Galicia,Ribeiro,2015,Blanco,Treixadura,13.50,14.5,8.00 
Priorato de Razamonde,Priorato de Razamunde,España,Galicia,Ribeiro,2015,Blanco,Treixadura,13.50,14.5,17.00
Gomariz,Coto de Gomariz,España,Galicia,Ribeiro,2014,Blanco,"Treixadura (70%), Godello (10%), Loureiro (10%), Albariño (10%)",13.50,14.5,11.50
Formigo,Adega Manuel Formigo de la Fuente,España,Galicia,Ribeiro,2015,Blanco,"Treixadura, Palomino, Godello, Torrontés, Albariño, Alvilla",11.50,14.0,5.00 
El Paraguas,Bodegas El Paraguas,España,Galicia,Ribeiro,2014,Blanco,Treixadura,12.50,14.0,19.00
Viña do Avó tinto,Sameirás,España,Galicia,Ribeiro,2015,Tinto,"Sousón, Caiño Longo, Brancellao, Mencía",12.50,14.0,6.00 
Finca Teira tinto,Adega Manuel Formigo de la Fuente,España,Galicia,Ribeiro,2015,Tinto,"Caiño Longo, Sousón, Brancellao",12.00,13.0,10.00
Viña de Martín Escolma FB,Luis A. Rodríguez Vázquez,España,Galicia,Ribeiro,2011,Blanco,"Treixadura, Albariño, Lado, Torrontés",13.00,18.0,29.00
A Torna dos Pasás Escolma,Luis A. Rodríguez Vázquez,España,Galicia,Ribeiro,2011,Tinto,"Brancellao, Caiño Longo, Ferrón",13.00,18.0,24.00
Super Héroe,Viños de Encostas de Xosé Lois Sebio,España,Galicia,Ribeiro,2012,Tinto,"Ferrón, Caiño Longo, Trousseau, Sousón, Otras",14.00,17.5,17.00
Wish,Viños de Encostas de Xosé Lois Sebio,España,N/D,Otros España,2011,Tinto,"Caiño Longo, Ferrón, Sousón, Trousseau, Otras",14.00,17.0,28.00
Seica,Coto de Gomariz,España,Galicia,Ribeiro,2009,Tinto,"Garnacha, Touriga Nacional, Sousón",14.00,17.0,45.00
Armán Finca Os Loureiros,Casal de Armán,España,Galicia,Ribeiro,2014,Blanco,"Treixadura (90%), Albariño (5%), Godello (5%)",13.50,16.5,20.00
Vilerma,A Vilerma,España,Galicia,Ribeiro,2014,Blanco,"Treixadura, Godello, Albariño, Torrontés, Loureiro, Lado",12.50,16.5,9.50 
Heaven & Hell,Viños de Encostas de Xosé Lois Sebio,España,Galicia,Ribeiro,2013,Blanco,"Albariño, Treixadura, Godello",13.50,16.5,16.00
A Torna dos Pasás,Luis A. Rodríguez Vázquez,España,Galicia,Ribeiro,2013,Tinto,"Caiño Longo, Brancellao, Camaraou Noir, Ferrón",12.00,16.5,15.00
Armán Finca Misenhora,Casal de Armán,España,Galicia,Ribeiro,2014,Blanco,"Treixadura (90%), Albariño (5%), Godello (5%)",13.50,16.0,20.00
Salvaxe,Viños de Encostas de Xosé Lois Sebio,España,Galicia,Ribeiro,2013,Blanco,"Lado, Treixadura, Godello, Albariño, Caiño, Silveiriña",13.50,16.0,22.00
A Teixa,Luis A. Rodríguez Vázquez,España,Galicia,Ribeiro,2013,Blanco,"Treixadura, Albariño, Godello",12.50,16.0,20.00
Sameirás blanco,Sameirás,España,Galicia,Ribeiro,2015,Blanco,"Treixadura, Albariño, Godello, Lado, Loureiro",13.00,15.5,9.00 
1040 Sameirás FB,Sameirás,España,Galicia,Ribeiro,2014,Blanco,"Albariño (25%), Godello (25%), Lado (25%), Treixadura (25%)",13.00,15.5,16.00
Viña Mein Tinto Atlántico,Viña Mein,España,Galicia,Ribeiro,2014,Tinto,"Brancellao (50%), Caiño Longo (50%)",12.50,15.5,30.00
Abadía de Gomariz,Coto de Gomariz,España,Galicia,Ribeiro,2012,Tinto,"Sousón (50%), Brancellao (30%), Ferrón (10%), Mencía (10%)",13.50,15.5,10.00
Vilerma,A Vilerma,España,Galicia,Ribeiro,2015,Blanco,"Treixadura, Albariño, Godello, Torrontés, Loureiro, Lado",12.50,15.0,9.50 
Sameirás tinto,Sameirás,España,Galicia,Ribeiro,2015,Tinto,"Sousón, Caiño Longo, Brancellao",12.50,15.0,9.00 
Adega do Moucho,Adega do Moucho,España,Galicia,Ribeiro,2013,Blanco,Treixadura,13.50,15.0,28.00
Coto de Gomariz blanco,Coto de Gomariz,España,Galicia,Ribeiro,2015,Blanco,"Treixadura (70%), Godello (10%), Albariño (10%), Loureiro (10%)",13.50,14.0,11.00
Gabián,Viñedos do Gabián,España,Galicia,Ribeiro,2013,Blanco,Treixadura,13.00,14.0,18.00
El Chaparral de Vega Sindoa,Bodegas Nekeas,España,N/D,Navarra,2014,Tinto,Garnacha,14.50,16.0,10.00
Finca La Sierpe Garnacha,Vinos y Viñedos Dominio Lasierpe,España,N/D,Navarra,2015,Tinto,Garnacha,13.50,15.0,9.00 
Mimaó Garnacha,Bodega Inurrieta,España,N/D,Navarra,2015,Tinto,Garnacha,14.00,14.5,10.00
Quaderna Vía Be Bike Garnacha,Bodegas y Viñedos Quaderna Via,España,N/D,Navarra,2015,Tinto,Garnacha,13.50,14.0,10.00
Viña Zorzal Graciano,Viña Zorzal Wines,España,N/D,Navarra,2014,Tinto,Graciano,13.50,14.0,8.00 
Viña Aliaga Garnacha Vieja,Camino del Villar,España,N/D,Navarra,2010,Tinto,Garnacha,14.00,14.0,6.00 
Castillo de Monjardín Garnacha La Cantera,Bodega Castillo de Monjardín,España,N/D,Navarra,2015,Tinto,Garnacha,13.50,13.5,6.50 
Palacio de Sada Crianza Viñas Viejas,Bodega de Sada,España,N/D,Navarra,2013,Tinto,Garnacha,14.00,13.5,6.00 
El Piano,Gonzalo Celayeta Wines,España,N/D,Navarra,2013,Tinto,Garnacha,14.00,13.5,9.00 
Palacio de Sada Garnacha,Bodega de Sada,España,N/D,Navarra,2015,Tinto,"Garnacha (90%), Cabernet Sauvignon (5%), Tempranillo (5%)",14.00,13.0,4.50 
Albret Garnacha,Finca Albret,España,N/D,Navarra,2015,Tinto,Garnacha,14.50,13.0,5.00 
Marco Real Pequeñas Producciones Garnacha,Bodegas Marco Real,España,N/D,Navarra,2014,Tinto,Garnacha,15.00,13.0,12.00
Llavero,Bodegas Vega del Castillo - Auzolan,España,N/D,Navarra,2012,Tinto,"Garnacha, Cabernet Sauvignon, Tempranillo",14.00,13.0,7.50 
Emilio Valerio,Laderas de Montejurra (Emilio Valerio),España,N/D,Navarra,2012,Tinto,"Garnacha, Cabernet Sauvignon, Merlot, Tempranillo, Graciano",14.00,13.0,9.00 
Zorzal Malayeto,Viña Zorzal Wines,España,N/D,Navarra,2014,Tinto,Garnacha,14.00,12.5,11.50
Las Campanas Garnacha Crianza Edición 1864,Vinícola Navarra S.A.,España,N/D,Navarra,2012,Tinto,Garnacha,14.00,12.5,7.00 
Señorio de Unx Viñas Viejas,Bodegas San Martín Sdad. Coop.,España,N/D,Navarra,2015,Tinto,Garnacha,14.00,12.0,3.00 
Jardín de Lúculo,Bodegas de la Casa Lúculo,España,N/D,Navarra,2013,Tinto,Garnacha,14.00,12.0,10.00
Mañeru Nature Viñas Viejas,Bodega Cooperativa La Cruz,España,N/D,Navarra,2014,Tinto,Garnacha,14.00,11.0,8.00 
Aroa Garnatxas,Aroa Viñedos y Vino Ecológicos,España,N/D,Navarra,2011,Tinto,Garnacha,14.50,11.0,6.50 
Alma de Unx,Bodegas San Martín Sdad. Coop.,España,N/D,Navarra,2011,Tinto,Garnacha,14.00,16.5,12.00
Unsi Terrazas,Unsi,España,N/D,Navarra,2014,Tinto,Garnacha,14.50,16.0,12.00
Mácula,Compañia Vitivinicola Tandem,España,N/D,Navarra,2010,Tinto,"Merlot, Cabernet Sauvignon",14.50,16.0,14.50
Castillo de Monjardín Deyo,Bodega Castillo de Monjardín,España,N/D,Navarra,2012,Tinto,Merlot,14.00,15.5,7.00 
Alex Ontinar Reserva,Alex Viñedos de Calidad,España,N/D,Navarra,2010,Tinto,"Merlot (50%), Tempranillo (50%)",13.50,15.5,13.50
Zorzal Corral de los Altos,Viña Zorzal Wines,España,N/D,Navarra,2014,Tinto,Garnacha,14.00,15.0,11.50
Seis de Azul y Garanza,Azul y Garanza Bodegas,España,N/D,Navarra,2013,Tinto,"Cabernet Sauvignon, Merlot",14.00,15.0,12.00
Altos de Inurrieta Reserva,Bodega Inurrieta,España,N/D,Navarra,2010,Tinto,"Merlot, Cabernet Sauvignon",14.50,15.0,12.00
Garnacha Artazu,Bodegas y Viñedos Artazu,España,N/D,Navarra,2014,Tinto,Garnacha,14.50,14.5,9.00 
Nava-Sentero Guerinda 3+1,Bodegas Maximo Abete,España,N/D,Navarra,2012,Tinto,Graciano,14.50,14.5,10.00
Marco Real Reserva de la Familia,Bodegas Marco Real,España,N/D,Navarra,2004,Tinto,"Tempranillo, Graciano, Cabernet Sauvignon",14.00,14.5,10.00
Ars Nova,Compañia Vitivinicola Tandem,España,N/D,Navarra,2012,Tinto,"Cabernet Sauvignon, Tempranillo, Merlot",14.00,14.0,9.00 
Orvalaiz Septentrión,Bodegas Orvalaiz,España,N/D,Navarra,2012,Tinto,"Tempranillo (85%), Cabernet Sauvignon (15%)",14.00,14.0,9.00 
Lezaun Reserva,Bodegas Lezaun,España,N/D,Navarra,2012,Tinto,"Cabernet Sauvignon, Garnacha, Graciano, Tempranillo",14.50,13.5,11.50
Pagos de Aráiz Blaneo,Pagos de Aráiz,España,N/D,Navarra,2014,Tinto,Syrah,14.50,13.0,13.00
Viña Parot Reserva,Bodegas Malón de Echaide,España,N/D,Navarra,2007,Tinto,"Cabernet Sauvignon (85%), Tempranillo (15%)",14.50,13.0,10.00
Cientruenos,La Calandria - Pura Garnacha,España,N/D,Navarra,2014,Tinto,Garnacha,14.00,12.5,10.00
Gran Feudo Viñas Viejas Reserva,Grupo Chivite,España,N/D,Navarra,2010,Tinto,"Tempranillo (75%), Garnacha (25%)",13.50,12.5,10.00
Chivite Colección 125,Grupo Chivite,España,N/D,Navarra,2011,Tinto,Tempranillo,14.00,16.5,21.00
Ochoa Finca Montijo,Bodegas Ochoa,España,N/D,Navarra,2005,Tinto,"Cabernet Sauvignon, Merlot, Tempranillo",14.50,16.5,30.00
Emilio Valerio Viña de San Martín,Laderas de Montejurra (Emilio Valerio),España,N/D,Navarra,2012,Tinto,"Garnacha (95%), Tempranillo (5%)",15.00,16.0,37.00
La Dama,Domaines Lupier,España,N/D,Navarra,2011,Tinto,Garnacha,14.50,16.0,36.00
Santa Cruz de Artazu,Bodegas y Viñedos Artazu,España,N/D,Navarra,2014,Tinto,Garnacha,14.50,15.5,26.00
La Abejera Guerinda,Bodegas Maximo Abete,España,N/D,Navarra,2014,Tinto,Garnacha,14.50,15.0,19.00
Pasos de San Martín,Bodegas y Viñedos Artazu,España,N/D,Navarra,2013,Tinto,Garnacha,14.50,15.0,16.50
Emilio Valerio Usuarán,Laderas de Montejurra (Emilio Valerio),España,N/D,Navarra,2011,Tinto,"Garnacha (75%), Tempranillo (15%), Graciano (10%)",14.50,15.0,20.00
Señorío de Sarría Reserva Especial,Bodega de Sarría,España,N/D,Navarra,2010,Tinto,Cabernet Sauvignon,14.00,15.0,22.00
Viña Anitz Cepas Viejas Selección Especial,Bodegas Iturdaki,España,N/D,Navarra,2007,Tinto,"Tempranillo (60%), Cabernet Sauvignon (20%), Garnacha (20%)",14.00,15.0,15.00
Garciano,Azul y Garanza Bodegas,España,N/D,Navarra,2014,Tinto,"Garnacha (60%), Graciano (40%)",14.50,14.5,10.00
Desierto,Azul y Garanza Bodegas,España,N/D,Navarra,2013,Tinto,Cabernet Sauvignon,14.50,14.5,29.00
El Terroir,Domaines Lupier,España,N/D,Navarra,2011,Tinto,Garnacha,13.00,14.0,20.00
Señorío de Andión,Señorío de Andión,España,N/D,Navarra,2010,Tinto,"Cabernet Sauvignon, Graciano, Merlot, Tempranillo",14.00,14.0,24.50
Laderas de Inurrieta,Bodega Inurrieta,España,N/D,Navarra,2014,Tinto,Graciano,14.50,13.5,27.50
QV,Bodegas y Viñedos Quaderna Via,España,N/D,Navarra,2011,Tinto,Tempranillo,14.00,13.0,23.00
Pago de Larrainzar Reserva Especial,Pago de Larrainzar,España,N/D,Navarra,2009,Tinto,"Merlot (50%), Cabernet Sauvignon (35%), Tempranillo (10%), Graciano (5%)",14.00,13.0,23.00
Pago de Cirsus Selección de Familia,Bodega Pago de Cirsus,España,N/D,Navarra,2011,Tinto,"Tempranillo, Syrah",14.00,12.5,13.00
Albret Viña de Mi Madre Reserva,Finca Albret,España,N/D,Navarra,2011,Tinto,"Cabernet Sauvignon (95%), Otras (5%)",14.00,12.5,16.00
Alzania 21 del 10,Bodegas y Viñedos Alzania,España,N/D,Navarra,2005,Tinto,Syrah,14.00,12.5,24.00
Otazu Altar Reserva,Bodega del Señorío de Otazu,España,N/D,Navarra,2007,Tinto,"Cabernet Sauvignon, Merlot, Tempranillo",14.00,12.0,27.00
Coma Bruna,Espelt Viticultors,España,Cataluña,Empordà-Costa Brava,2013,Tinto,Mazuelo,15.00,16.0,23.50
Marina de Aliste,Javier de Jesús Pérez (Aliste),España,Castilla y León,Otros Castilla y León,2014,Tinto,"Tempranillo (90%), Syrah (10%)",15.00,15.5,30.00
Sons de Prades,Familia Torres,España,Cataluña,Conca de Barberà,2014,Blanco,Chardonnay,13.50,15.0,25.00
Capitán Fanegas,Ruiz Clavijo Family Estates,España,La Rioja (España),Rioja,2011,Blanco,"Macabeo (70%), Alarije (20%), Garnacha Blanca (10%)",13.00,15.0,45.00
Blanc de Gresa,Vinyes d'Olivardots,España,Cataluña,Empordà-Costa Brava,2013,Blanco,"Garnacha Blanca (60%), Garnacha Gris (30%), Cariñena Blanca (10%)",13.50,15.0,15.00
Puerto Carbonero,Bodegas y Viñedos Cerro del Águila,España,Castilla La Mancha,Otros Castilla La Mancha,2014,Tinto,Garnacha,13.30,15.0,17.00
Terres Negres,Espelt Viticultors,España,Cataluña,Empordà-Costa Brava,2014,Tinto,"Mazuelo (86%), Garnacha (14%)",15.00,15.0,14.50
Lledoner Roig,Espelt Viticultors,España,Cataluña,Empordà-Costa Brava,2015,Blanco,Garnacha Gris,13.50,14.5,23.50
Old Vines Carignan,Espelt Viticultors,España,Cataluña,Empordà-Costa Brava,2014,Tinto,Mazuelo,13.50,14.5,10.50
Gresa Expressió,Vinyes d'Olivardots,España,Cataluña,Empordà-Costa Brava,2009,Tinto,"Mazuelo (40%), Garnacha (30%), Syrah (21%), Cabernet Sauvignon (9%)",14.50,14.5,22.00
Vinya Selva de Mar,Mas Estela,España,Cataluña,Empordà-Costa Brava,2008,Tinto,"Garnacha (50%), Syrah (30%), Mazuelo (20%)",15.00,14.5,15.00
Airam 50 cl.,Espelt Viticultors,España,Cataluña,Empordà-Costa Brava,Tipo:  Dulce,"Castas: Garnacha (80%), Garnacha Gris (20%)",Alcohol: 15.00º,Consumo óptimo: 2016-23,14.5,16.00
Coios,Viños de Encostas de Xosé Lois Sebio,España,Castilla y León,Otros Castilla y León,2013,Tinto,Mencía,13.50,14.0,20.00
Quinze Roures,Espelt Viticultors,España,Cataluña,Empordà-Costa Brava,2015,Blanco,"Garnacha Blanca (50%), Garnacha Gris (50%)",12.60,14.0,11.50
Old Vines Garnacha,Espelt Viticultors,España,Cataluña,Empordà-Costa Brava,2015,Tinto,Garnacha,13.50,14.0,9.50 
Vereda del Lobo,Bodegas y Viñedos Cerro del Águila,España,Castilla La Mancha,Otros Castilla La Mancha,2014,Tinto,Garnacha,13.50,14.0,12.00
El Calandrajo,Bodegas y Viñedos Cerro del Águila,España,Castilla La Mancha,Otros Castilla La Mancha,2014,Tinto,Garnacha,14.00,14.0,17.00
Abadal Finca 3.9,Masies d'Avinyó (Abadal),España,Cataluña,Pla de Bages,2011,Tinto,"Cabernet Sauvignon (85%), Syrah (15%)",14.00,13.5,20.00
Sela,Bodegas Roda,España,La Rioja (España),Rioja,2013,Tinto,"Tempranillo (98%), Graciano (2%)",14.00,13.5,15.00
Sol i Vent,Espelt Viticultors,España,Cataluña,Empordà-Costa Brava,2015,Tinto,"Garnacha (68%), Syrah (20%), Monastrell (12%)",14.50,13.5,9.50 
Castelo de Medina VS,Bodegas Castelo de Medina,España,Castilla y León,Rueda,2015,Blanco,Verdejo,13.00,13.0,10.00
Rubiadero,Bodegas y Viñedos Cerro del Águila,España,Castilla y León,Otros Castilla y León,2014,Tinto,Garnacha,13.00,13.0,17.00
Malabra,Bodegas y Viñedos Cerro del Águila,España,Castilla La Mancha,Otros Castilla La Mancha,2014,Tinto,"Garnacha (70%), Tempranillo (30%)",13.50,12.5,10.00
Geijo,Javier de Jesús Pérez (Aliste),España,Castilla y León,Otros Castilla y León,2015,Blanco,"Verdejo, Chardonnay, Macabeo",13.00,12.0,15.00
Turó d'En Mota,Cavas Recaredo,España,Vinos espumosos,Cava,2005,Espumoso,Xarel·lo,11.50,19.0,95.00
Celler Batlle,Gramona,España,Vinos espumosos,Cava,2006,Espumoso,"Xarel·lo (70%), Macabeo (30%)",12.00,18.0,45.00
Recaredo Brut de Brut Finca Serral del Vell Gran Reserva Brut Nature,Cavas Recaredo,España,Vinos espumosos,Cava,2007,Espumoso,"Xarel·lo (51%), Macabeo (49%)",12.00,17.5,29.00
La Capella,Juvé y Camps,España,Vinos espumosos,Cava,2006,Espumoso,Xarel·lo,12.00,17.5,71.00
III Lustros,Gramona,España,Vinos espumosos,Cava,2009,Espumoso,"Xarel·lo (70%), Macabeo (30%)",12.00,17.0,23.00
Recaredo Subtil Gran Reserva Brut Nature,Cavas Recaredo,España,Vinos espumosos,Cava,2008,Espumoso,"Xarel·lo (71%), Chardonnay (29%)",12.50,17.0,21.00
Reserva Particular de Recaredo Brut Nature Gran Reserva,Cavas Recaredo,España,Vinos espumosos,Cava,2005,Espumoso,"Xarel·lo (55%), Macabeo (45%)",12.00,17.0,50.00
Agustí Torelló Mata Reserva Barrica,Agustí Torelló,España,Vinos espumosos,Cava,2011,Espumoso,Macabeo,12.00,16.5,18.00
Colet Navazos Reserva,Colet Vinos,España,Cataluña,Penedès,2012,Espumoso,Chardonnay,12.50,16.5,20.00
Recaredo Terrers Gran Reserva Brut Nature,Cavas Recaredo,España,Vinos espumosos,Cava,2010,Espumoso,"Macabeo (54%), Xarel·lo (42%), Parellada (4%)",12.00,16.0,16.00
Colet Navazos Extra Brut,Colet Vinos,España,Cataluña,Penedès,2013,Espumoso,Xarel·lo,12.50,16.0,16.00
Gran Juvé y Camps,Juvé y Camps,España,Vinos espumosos,Cava,2012,Espumoso,"Macabeo, Parellada, Chardonnay, Xarel·lo",12.00,15.5,33.00
Colet Assemblage,Colet Vinos,España,Cataluña,Penedès,2013,Espumoso,"Pinot Noir (55%), Chardonnay (45%)",11.50,15.5,17.50
Colet Tradicional,Colet Vinos,España,Cataluña,Penedès,2014,Espumoso,"Xarel·lo (55%), Macabeo (35%), Parellada (10%)",11.50,15.0,8.50 
Agustí Torelló Mata Rosat Trepat,Agustí Torelló,España,Vinos espumosos,Cava,2013,Espumoso,Trepat,11.50,14.5,11.00
Colet A Priori,Colet Vinos,España,Cataluña,Penedès,2014,Espumoso,"Macabeo (50%), Chardonnay (25%), Riesling (15%), Gewürztraminer (7%), Moscatel de Alejandría (3%)",11.50,14.5,8.00 
Colet Gran Cuvée Extra Brut,Colet Vinos,España,Cataluña,Penedès,2014,Espumoso,"Chardonnay (70%), Macabeo (20%), Xarel·lo (10%)",12.00,14.5,11.50
Vardon Kennett Cuvée Esplendor,Familia Torres,España,N/D,Otros España,2013,Espumoso,"Pinot Noir, Chardonnay, Xarel·lo",12.00,14.0,34.00
Colet Vatua!,Colet Vinos,España,Cataluña,Penedès,2014,Espumoso,"Moscatel de Alejandría (50%), Parellada (40%), Gewürztraminer (10%)",11.50,14.0,10.00
Colet A Posteriori,Colet Vinos,España,N/D,Otros España,2012,Espumoso,Merlot,12.00,13.0,9.00 
Enoteca Nature,Gramona,España,Vinos espumosos,Cava,2002,Espumoso,"Xarel·lo (75%), Macabeo (25%)",12.50,19.0,130.0
Manuel Raventós Negra,Raventós i Blanc,España,N/D,Otros España,2008,Espumoso,"Xarel·lo (70%), Macabeo (15%), Parellada (15%)",12.00,18.5,70.00
Finca La Fideuera Gran Reserva,Codorniu,España,Vinos espumosos,Cava,2007,Espumoso,Xarel·lo,11.50,18.0,80.00
Finca La Pleta Gran Reserva,Codorniu,España,Vinos espumosos,Cava,2007,Espumoso,Chardonnay,11.50,17.5,80.00
Codorniu 456 Gran Reserva,Codorniu,España,Vinos espumosos,Cava,2007,Espumoso,"Chardonnay (45%), Pinot Noir (45%), Xarel·lo (10%)",11.50,17.0,175.0
Parisad Gran Reserva Extra Brut,Can Ràfols dels Caus,España,Vinos espumosos,Cava,2003,Espumoso,"Chardonnay, Macabeo, Xarel·lo",12.50,17.0,24.00
Raventós i Blanc Textures de Pedra,Raventós i Blanc,España,N/D,Otros España,2012,Espumoso,"Xarel·lo (30%), Sumoll (25%), Xarel-lo Vermell (25%), Trousseau (15%), Parellada (5%)",12.00,17.0,26.00
Gran Caus Brut Nature Reserva,Can Ràfols dels Caus,España,Vinos espumosos,Cava,Tipo:  Espumoso,"Castas: Xarel·lo, Chardonnay, Macabeo",Alcohol: 12.50º,Consumo óptimo: 2016-20,16.5,13.00
