Wine,Winery,Country,Region,Sub Region,Year,Type,Grape,Alcohol,Review Score,Price
Privat Laietà Gran Reserva,Alta Alella,España,Vinos espumosos,Cava,2013,Espumoso,"Xarel·lo, Macabeo, Parellada",12.00,16.5,17.00
Finca El Tros Nou Gran Reserva,Codorniu,España,Vinos espumosos,Cava,2007,Espumoso,Pinot Noir,11.50,16.5,80.00
Raventós i Blanc De la Finca,Raventós i Blanc,España,N/D,Otros España,2013,Espumoso,"Xarel·lo (50%), Macabeo (40%), Parellada (10%)",12.00,16.0,19.00
Terraprima Brut Reserva,Can Ràfols dels Caus,España,Vinos espumosos,Cava,Tipo:  Espumoso,"Castas: Xarel·lo, Macabeo, Parellada",Alcohol: 12.00º,Consumo óptimo: 2016-20,15.5,9.50 
Jaume Codorniu Gran Reserva,Codorniu,España,Vinos espumosos,Cava,2011,Espumoso,"Chardonnay, Pinot Noir, Xarel·lo",11.50,15.0,28.50
Jané Ventura Vintage Gran Reserva,Jané Ventura,España,Vinos espumosos,Cava,2010,Espumoso,"Xarel·lo, Macabeo, Parellada",12.00,15.0,13.50
Gran Caus Brut Nature Reserva Rosé,Can Ràfols dels Caus,España,Vinos espumosos,Cava,Tipo:  Espumoso,Castas: Pinot Noir,Alcohol: 12.50º,Consumo óptimo: 2017-20,14.5,13.00
Jané Ventura Reserva de la Música Rosé Gran Reserva Brut Nature,Jané Ventura,España,Vinos espumosos,Cava,2013,Espumoso,Garnacha,12.00,14.5,8.50 
Jané Ventura Reserva de la Música Gran Reserva Brut Nature,Jané Ventura,España,Vinos espumosos,Cava,2013,Espumoso,"Xarel·lo, Macabeo, Parellada",12.00,14.0,8.50 
Valenciso Reserva Diez Años Después,Compañía Bodeguera Valenciso,España,La Rioja (España),Rioja,2005,Tinto,Tempranillo,14.50,18.0,50.00
Plácet Valtomelloso,Bodegas Palacios Remondo,España,La Rioja (España),Rioja,2014,Blanco,Macabeo,13.50,17.0,21.00
Valserrano Finca Monteviejo,Bodegas y Viñedos de la Marquesa,España,La Rioja (España),Rioja,2012,Tinto,"Tempranillo (95%), Graciano (5%)",15.00,17.0,28.00
Valenciso Reserva,Compañía Bodeguera Valenciso,España,La Rioja (España),Rioja,2010,Tinto,Tempranillo,14.50,17.0,20.00
Finca Valpiedra,Finca Valpiedra,España,La Rioja (España),Rioja,2010,Tinto,"Tempranillo (94%), Graciano (3%), Castets (3%)",13.50,16.5,20.00
Muga FB Blanco,Bodegas Muga,España,La Rioja (España),Rioja,2015,Blanco,"Macabeo (90%), Alarije (10%)",13.50,16.0,9.00 
Valenciso Blanco FB,Compañía Bodeguera Valenciso,España,La Rioja (España),Rioja,2015,Blanco,"Macabeo (70%), Garnacha Blanca (30%)",13.50,16.0,17.00
Valserrano Reserva,Bodegas y Viñedos de la Marquesa,España,La Rioja (España),Rioja,2012,Tinto,"Tempranillo (90%), Graciano (10%)",14.00,16.0,15.00
El Ribazo,Bodegas y Viñedos de la Marquesa,España,La Rioja (España),Rioja,2011,Tinto,Tempranillo,14.50,16.0,16.00
La Montesa,Bodegas Palacios Remondo,España,La Rioja (España),Rioja,2014,Tinto,"Garnacha (60%), Tempranillo (35%), Mazuelo (5%)",14.00,15.0,10.50
Valserrano Blanco FB,Bodegas y Viñedos de la Marquesa,España,La Rioja (España),Rioja,2015,Blanco,"Macabeo (95%), Alarije (5%)",13.50,14.5,10.50
Pujanza Norte,Bodegas y Viñedos Pujanza,España,La Rioja (España),Rioja,2013,Tinto,"Tempranillo (85%), Mazuelo (5%), Graciano (5%), Garnacha (5%)",14.50,14.5,50.00
Valserrano Crianza,Bodegas y Viñedos de la Marquesa,España,La Rioja (España),Rioja,2013,Tinto,"Tempranillo (90%), Mazuelo (10%)",14.00,14.5,11.00
Viña Bujanda Reserva,Viña Bujanda,España,La Rioja (España),Rioja,2010,Tinto,Tempranillo,13.00,14.5,8.00 
Pujanza Hado,Bodegas y Viñedos Pujanza,España,La Rioja (España),Rioja,2014,Tinto,Tempranillo,14.00,13.5,10.50
Pujanza Finca Valdepoleo,Bodegas y Viñedos Pujanza,España,La Rioja (España),Rioja,2013,Tinto,Tempranillo,14.00,13.5,15.00
Cantos de Valpiedra,Finca Valpiedra,España,La Rioja (España),Rioja,2013,Tinto,"Tempranillo (94%), Graciano (3%), Castets (3%)",13.50,13.5,8.50 
Belondrade y Lurton,Belondrade,España,Castilla y León,Rueda,2014,Blanco,Verdejo,14.00,14.5,29.00
Val de Nairoa,Bodegas Nairoa,España,Galicia,Ribeiro,2014,Blanco,"Treixadura (80%), Albariño (10%), Lado (5%), Loureiro (5%)",13.00,14.0,8.50 
Malleolus de Valderramiro,Bodegas Emilio Moro,España,Castilla y León,Ribera del Duero,2011,Tinto,Tempranillo,15.00,14.0,90.00
Malleolus de Sanchomartín,Bodegas Emilio Moro,España,Castilla y León,Ribera del Duero,2011,Tinto,Tempranillo,15.00,14.0,115.0
Quadis Joven,Antonio Barbadillo,España,Andalucía,Otros Andalucía,2015,Tinto,"Merlot, Syrah, Tempranillo, Graciano",14.50,13.5,6.00 
Conde de Haro Brut Vintage,Bodegas Muga,España,Vinos espumosos,Cava,2013,Espumoso,"Macabeo, Alarije",11.50,13.0,13.50
Alberte,Bodegas Nairoa,España,Galicia,Ribeiro,2015,Blanco,"Treixadura, Albariño, Lado",12.50,13.0,5.50 
Oda,Castell del Remei,España,Cataluña,Costers del Segre,2014,Tinto,"Merlot, Tempranillo, Syrah, Garnacha",14.50,13.0,11.50
Malleolus,Bodegas Emilio Moro,España,Castilla y León,Ribera del Duero,2013,Tinto,Tempranillo,14.00,13.0,28.00
Conde de Haro Brut Rosé,Bodegas Muga,España,Vinos espumosos,Cava,Tipo:  Espumoso,Castas: Garnacha,Alcohol: 12.00º,Consumo óptimo: ,12.5,17.50
Oda Blanc,Castell del Remei,España,Cataluña,Costers del Segre,2014,Blanco,"Macabeo, Chardonnay",13.00,12.5,9.50 
Tr3smano,Lagar de Proventus,España,Castilla y León,Ribera del Duero,2014,Tinto,Tempranillo,14.00,12.5,29.00
Dominio de Bornos Crianza,Bodega de Sarría,España,Castilla y León,Ribera del Duero,2013,Tinto,Tempranillo,13.50,12.5,8.50 
Calius,Bodegas Cándido Hernández Pío,España,Canarias,Valle de Güímar,2015,Blanco,Verdello,14.00,12.0,12.00
Cerrogallina,Bodegas Cerro Gallina,España,Comunidad Valenciana,Utiel-Requena,2013,Tinto,Bobal,15.00,12.0,14.00
Quadis Crianza,Antonio Barbadillo,España,Andalucía,Otros Andalucía,2013,Tinto,"Tempranillo, Petit Verdot, Syrah, Graciano",14.50,12.0,8.00 
Sempreviva,Jané Ventura,España,Cataluña,Penedès,2015,Blanco,Malvasia,13.00,11.5,10.00
Castelo de Medina Sauvignon Blanc,Bodegas Castelo de Medina,España,Castilla y León,Rueda,2015,Blanco,Sauvignon Blanc,13.50,11.0,7.00 
Las Viñas de Eusebio,Olivier Rivière,España,La Rioja (España),Rioja,2014,Tinto,Tempranillo,13.50,17.0,40.00
Mirando al Sur,Olivier Rivière,España,La Rioja (España),Rioja,2014,Blanco,Macabeo,14.00,16.5,60.00
Viuda Negra Vendimia Tardía 50 cl,Bodegas Javier San Pedro,España,La Rioja (España),Rioja,2014,Dulce,Macabeo,11.00,16.5,25.00
Viña Arana Reserva,"La Rioja Alta, SA",España,La Rioja (España),Rioja,2009,Tinto,"Tempranillo (95%), Mazuelo (5%)",13.50,16.5,15.00
Señorío de P. Peciña Gran Reserva,Bodegas Hermanos Peciña,España,La Rioja (España),Rioja,2009,Tinto,"Tempranillo (95%), Graciano (3%), Garnacha (2%)",13.50,16.0,20.00
Luis Alegre Pontac,Bodegas Luis Alegre,España,La Rioja (España),Rioja,2012,Tinto,"Tempranillo (95%), Graciano (5%)",15.00,15.5,30.00
Torre de Oña Reserva,Torre de Oña,España,La Rioja (España),Rioja,2012,Tinto,"Tempranillo (95%), Mazuelo (5%)",13.50,15.5,15.00
Señorío de P. Peciña Crianza,Bodegas Hermanos Peciña,España,La Rioja (España),Rioja,2012,Tinto,"Tempranillo (95%), Graciano (3%), Garnacha (2%)",13.50,15.5,10.00
Jequitibá,Olivier Rivière,España,La Rioja (España),Rioja,2015,Blanco,"Macabeo (95%), Garnacha Blanca (3%), Alarije (2%)",13.50,15.0,16.00
Viuda Negra Villahuercos,Bodegas Javier San Pedro,España,La Rioja (España),Rioja,2015,Blanco,Tempranillo Blanco,13.50,15.0,17.00
Beronia Colección Tempranillo,Bodegas Beronia,España,La Rioja (España),Rioja,2014,Tinto,Tempranillo,14.00,15.0,13.50
Luis Alegre Parcela Nº 5,Bodegas Luis Alegre,España,La Rioja (España),Rioja,2011,Tinto,Tempranillo,15.00,15.0,14.00
Luis Alegre Pontac de Portiles,Bodegas Luis Alegre,España,La Rioja (España),Rioja,2011,Tinto,"Tempranillo (90%), Garnacha (10%)",15.00,15.0,90.00
Viuda Negra Crianza,Bodegas Javier San Pedro,España,La Rioja (España),Rioja,2014,Tinto,Tempranillo,14.50,14.5,8.50 
Beronia Reserva Sel. 198 Barricas,Bodegas Beronia,España,La Rioja (España),Rioja,2009,Tinto,"Tempranillo, Mazuelo, Garnacha",14.00,14.5,22.00
Luis Alegre Finca La Reñana FB,Bodegas Luis Alegre,España,La Rioja (España),Rioja,2015,Blanco,"Macabeo (90%), Alarije (10%)",13.50,14.0,15.00
Señorío de P. Peciña Cosecha,Bodegas Hermanos Peciña,España,La Rioja (España),Rioja,2015,Tinto,"Tempranillo (95%), Graciano (3%), Garnacha (2%)",13.50,14.0,7.00 
Viuda Negra La Taconera,Bodegas Javier San Pedro,España,La Rioja (España),Rioja,2014,Tinto,Tempranillo,14.00,14.0,14.00
Señorío de P. Peciña Rosado,Bodegas Hermanos Peciña,España,La Rioja (España),Rioja,2015,Rosado,Garnacha,13.50,13.5,10.00
Gabaxo,Olivier Rivière,España,La Rioja (España),Rioja,2015,Tinto,"Graciano (50%), Garnacha (50%)",14.00,13.5,13.00
Imperial Reserva,Compañía Vinícola del Norte de España (Cune),España,La Rioja (España),Rioja,2012,Tinto,"Tempranillo (85%), Graciano (10%), Mazuelo (5%)",14.00,16.5,24.00
Imperial Gran Reserva,Compañía Vinícola del Norte de España (Cune),España,La Rioja (España),Rioja,2010,Tinto,"Tempranillo (85%), Graciano (10%), Mazuelo (5%)",14.00,16.5,47.00
Macán Clásico,Bodegas Benjamín de Rothschild & Vega Sicilia,España,La Rioja (España),Rioja,2013,Tinto,Tempranillo,14.00,16.0,30.00
Marqués de Murrieta Reserva,Bodegas Marqués de Murrieta,España,La Rioja (España),Rioja,2011,Tinto,"Tempranillo (89%), Mazuelo (5%), Graciano (4%), Garnacha (2%)",14.00,16.0,16.50
Viña Amézola Crianza,Bodegas Amézola de La Mora,España,La Rioja (España),Rioja,2014,Tinto,"Tempranillo (85%), Mazuelo (10%), Graciano (5%)",14.00,15.5,9.50 
Pagos de Viña Real,Viña Real,España,La Rioja (España),Rioja,2012,Tinto,Tempranillo,14.00,15.5,50.00
Montecillo Reserva,Bodegas Montecillo,España,La Rioja (España),Rioja,2010,Tinto,Tempranillo,13.50,15.5,10.00
Viero,Finca de los Arandinos,España,La Rioja (España),Rioja,2014,Blanco,Macabeo,13.00,15.0,9.00 
Aldonia 100,Bodegas Aldonia,España,La Rioja (España),Rioja,2015,Tinto,Garnacha,15.00,15.0,19.00
Viña Real Gran Reserva,Viña Real,España,La Rioja (España),Rioja,2010,Tinto,"Tempranillo (95%), Graciano (5%)",13.50,15.0,20.00
Viña Real F.B.,Viña Real,España,La Rioja (España),Rioja,2015,Blanco,Macabeo,13.00,14.5,7.00 
Corona Semidulce 50 cl.,Compañía Vinícola del Norte de España (Cune),España,La Rioja (España),Rioja,2014,Blanco,"Macabeo (85%), Garnacha Blanca (8%), Alarije (7%)",13.00,14.5,13.50
Monopole Clásico,Compañía Vinícola del Norte de España (Cune),España,La Rioja (España),Rioja,2014,Blanco,"Macabeo, Palomino",13.00,14.0,20.00
Aldonia,Bodegas Aldonia,España,La Rioja (España),Rioja,2015,Tinto,"Tempranillo (90%), Garnacha (10%)",15.00,14.0,7.00 
Viña Real Reserva,Viña Real,España,La Rioja (España),Rioja,2012,Tinto,"Tempranillo (90%), Mazuelo (4%), Graciano (3%), Garnacha (3%)",13.00,14.0,13.00
Íñigo Amézola,Bodegas Amézola de La Mora,España,La Rioja (España),Rioja,2014,Tinto,Tempranillo,14.00,13.5,17.00
Señorío de Amézola Reserva,Bodegas Amézola de La Mora,España,La Rioja (España),Rioja,2010,Tinto,"Tempranillo (85%), Mazuelo (10%), Graciano (5%)",14.50,13.5,14.00
Viña Real Crianza,Viña Real,España,La Rioja (España),Rioja,2014,Tinto,"Tempranillo (90%), Mazuelo (4%), Graciano (3%), Garnacha (3%)",13.50,13.0,7.50 
Marqués de Vargas Reserva,Bodegas y Viñedos Marqués de Vargas,España,La Rioja (España),Rioja,2010,Tinto,"Tempranillo (85%), Mazuelo (15%), Garnacha (5%)",14.00,13.0,18.00
Viña Tondonia Reserva,R. López de Heredia-Viña Tondonia,España,La Rioja (España),Rioja,2005,Tinto,"Tempranillo (75%), Garnacha (15%), Graciano (5%), Mazuelo (5%)",13.00,17.5,21.00
Viña Bosconia Reserva,R. López de Heredia-Viña Tondonia,España,La Rioja (España),Rioja,2005,Tinto,"Tempranillo (80%), Garnacha (15%), Graciano (3%), Mazuelo (2%)",13.50,17.5,18.50
Predicador,Benjamín Romeo,España,La Rioja (España),Rioja,2014,Tinto,Tempranillo,14.50,17.0,19.00
Predicador Blanco,Benjamín Romeo,España,La Rioja (España),Rioja,2015,Blanco,"Garnacha Blanca (42%), Macabeo (33%), Alarije (25%)",14.50,16.5,20.00
Contino Blanco,Viñedos del Contino,España,La Rioja (España),Rioja,2015,Blanco,"Macabeo (80%), Garnacha Blanca (15%), Alarije (5%)",13.50,16.0,25.00
Cupani Garnacha,Heredad de San Andrés,España,La Rioja (España),Rioja,2012,Tinto,Garnacha,14.00,16.0,25.00
Horizonte de Exopto,Bodegas Exopto,España,La Rioja (España),Rioja,2014,Tinto,"Tempranillo (80%), Graciano (10%), Garnacha (10%)",13.50,15.5,18.00
Exopto,Bodegas Exopto,España,La Rioja (España),Rioja,2014,Tinto,"Graciano (60%), Tempranillo (30%), Garnacha (10%)",14.00,15.5,32.00
Contino Reserva,Viñedos del Contino,España,La Rioja (España),Rioja,2011,Tinto,"Tempranillo (85%), Graciano (10%), Mazuelo (3%), Garnacha (2%)",14.00,15.5,21.00
Sierra de Toloño Viura,Sierra de Toloño,España,La Rioja (España),Rioja,2015,Blanco,Macabeo,13.00,15.0,9.50 
Horizonte de Exopto Blanco,Bodegas Exopto,España,La Rioja (España),Rioja,2015,Blanco,"Macabeo (85%), Garnacha Blanca (10%), Alarije (5%)",13.00,14.5,16.00
Rivas de Tereso,Sierra de Toloño,España,La Rioja (España),Rioja,2015,Tinto,Tempranillo,14.00,14.5,29.00
Bozeto de Exopto,Bodegas Exopto,España,La Rioja (España),Rioja,2015,Tinto,"Garnacha (50%), Tempranillo (40%), Graciano (10%)",14.00,14.0,6.50 
Viña Cubillo Crianza,R. López de Heredia-Viña Tondonia,España,La Rioja (España),Rioja,2008,Tinto,"Tempranillo (65%), Garnacha (25%), Graciano (5%), Mazuelo (5%)",13.00,14.0,12.00
Sierra de Toloño,Sierra de Toloño,España,La Rioja (España),Rioja,2015,Tinto,Tempranillo,13.50,13.5,9.50 
Arienzo Crianza,Herederos del Marqués de Riscal,España,La Rioja (España),Rioja,2014,Tinto,"Tempranillo (90%), Graciano (5%), Mazuelo (5%)",14.00,13.5,7.00 
Finca Torrea,Herederos del Marqués de Riscal,España,La Rioja (España),Rioja,2012,Tinto,"Tempranillo, Graciano",14.00,13.5,22.00
Contino Garnacha,Viñedos del Contino,España,La Rioja (España),Rioja,2014,Tinto,Garnacha,14.00,13.0,25.00
Allende Dulce 50 cl.,Finca Allende,España,La Rioja (España),Rioja,2015,Dulce,Macabeo,13.50,13.0,16.00
Campo Viejo Crianza VS,Bodegas Campo Viejo,España,La Rioja (España),Rioja,2013,Tinto,Tempranillo,13.50,12.5,6.00 
Lagar de Bornos,Bodega de Sarría,España,La Rioja (España),Rioja,2013,Tinto,Tempranillo,13.50,12.5,6.50 
La Rioja Alta Gran Reserva 890,"La Rioja Alta, SA",España,La Rioja (España),Rioja,2004,Tinto,"Tempranillo (95%), Graciano (3%), Mazuelo (2%)",13.50,19.0,90.00
Viña El Pisón,Viñedos Lacalle y Laorden,España,N/D,Otros España,2014,Tinto,Tempranillo,14.50,18.5,380.0
Contino Viña del Olivo,Viñedos del Contino,España,La Rioja (España),Rioja,2012,Tinto,"Tempranillo (90%), Graciano (10%)",13.50,18.5,60.00
Prado Enea Gran Reserva,Bodegas Muga,España,La Rioja (España),Rioja,2009,Tinto,"Tempranillo (80%), Mazuelo (7%), Graciano (7%), Garnacha (6%)",14.00,18.5,37.00
Artadi El Carretil,Viñedos Lacalle y Laorden,España,N/D,Otros España,2014,Tinto,Tempranillo,14.50,18.0,135.0
Dalmau,Bodegas Marqués de Murrieta,España,La Rioja (España),Rioja,2012,Tinto,"Tempranillo (70%), Cabernet Sauvignon (15%), Graciano (15%)",14.50,18.0,48.00
Real de Asúa,Compañía Vinícola del Norte de España (Cune),España,La Rioja (España),Rioja,2012,Tinto,"Tempranillo (95%), Graciano (5%)",14.00,18.0,50.00
Macán,Bodegas Benjamín de Rothschild & Vega Sicilia,España,La Rioja (España),Rioja,2013,Tinto,Tempranillo,14.00,17.0,54.00
La Cueva del Contador,Benjamín Romeo,España,La Rioja (España),Rioja,2013,Tinto,Tempranillo,15.00,16.5,57.00
Contino Graciano,Viñedos del Contino,España,La Rioja (España),Rioja,2012,Tinto,Graciano,13.00,16.5,60.00
Frank Gehry Selection,Herederos del Marqués de Riscal,España,La Rioja (España),Rioja,2012,Tinto,Tempranillo,14.00,16.5,300.0
Artadi Valdeginés,Viñedos Lacalle y Laorden,España,N/D,Otros España,2014,Tinto,Tempranillo,14.50,16.0,55.00
Artadi La Poza de Ballesteros,Viñedos Lacalle y Laorden,España,N/D,Otros España,2014,Tinto,Tempranillo,14.50,16.0,110.0
Mártires,Finca Allende,España,La Rioja (España),Rioja,2015,Blanco,"Macabeo (70%), Alarije (30%)",14.00,16.0,80.00
Contino Gran Reserva,Viñedos del Contino,España,La Rioja (España),Rioja,2010,Tinto,"Tempranillo (85%), Graciano (10%), Mazuelo (3%), Garnacha (2%)",14.00,16.0,35.00
La Rioja Alta Gran Reserva 904,"La Rioja Alta, SA",España,La Rioja (España),Rioja,2007,Tinto,"Tempranillo (90%), Graciano (10%)",13.50,16.0,30.00
Barón de Chirel,Herederos del Marqués de Riscal,España,La Rioja (España),Rioja,2001,Tinto,"Tempranillo (85%), Cabernet Sauvignon (15%)",13.50,15.0,60.00
Marqués de Riscal Reserva,Herederos del Marqués de Riscal,España,La Rioja (España),Rioja,2013,Tinto,"Tempranillo, Graciano, Mazuelo",14.00,14.0,13.00
Mas La Plana,Familia Torres,España,Cataluña,Penedès,2012,Tinto,Cabernet Sauvignon,14.50,18.0,60.00
Mauro VS,Bodegas Mauro,España,Castilla y León,Otros Castilla y León,2013,Tinto,Tempranillo,14.50,18.0,50.00
Amaren Garnacha Reserva,Bodegas Amaren,España,La Rioja (España),Rioja,2007,Tinto,Garnacha,14.00,16.5,28.00
ÀN,Anima Negra,España,Baleares,Otros Baleares,2014,Tinto,"Callet (95%), Manteudo (3%), Fogoneu (2%)",14.00,16.0,32.00
Mauro,Bodegas Mauro,España,Castilla y León,Otros Castilla y León,2014,Tinto,"Tempranillo (90%), Syrah (10%)",14.50,16.0,25.00
San Román,San Román Bodegas y Viñedos,España,Castilla y León,Toro,2013,Tinto,Tempranillo,14.50,15.5,25.00
Mas Bertran X80,Mas Bertran,España,Cataluña,Penedès,2011,Espumoso,"Xarel·lo (85%), Sumoll (15%)",12.00,15.5,50.00
Tarón Cepas Centenarias,Bodegas Tarón,España,La Rioja (España),Rioja,2012,Tinto,Tempranillo,13.50,15.0,15.00
Amaren Tempranillo y Garnacha Reserva,Bodegas Amaren,España,La Rioja (España),Rioja,2008,Tinto,"Tempranillo, Garnacha",14.00,15.0,28.00
Mil Cepas,M. Manzaneque Súarez,España,Castilla La Mancha,Otros Castilla La Mancha,2014,Tinto,Tempranillo,13.50,15.0,21.00
Número 9,Winery Arts,España,N/D,Ribera de Queiles,2013,Tinto,"Tempranillo, Cabernet Franc",14.00,15.0,11.00
Pazo de San Mauro,Pazo San Mauro,España,Galicia,Rías Baixas,2015,Blanco,Albariño,12.50,14.5,12.50
Albariño Casa do Sol,Casa do Sol,España,Galicia,Rías Baixas,2014,Blanco,Albariño,13.00,14.5,15.00
¡Ea! Blanco,M. Manzaneque Súarez,España,Castilla La Mancha,La Mancha,2015,Blanco,"Airén (80%), Sauvignon Blanc (15%), Moscatel de Grano Menudo (5%)",13.00,14.5,7.00 
Argila Brut Nature,Mas Bertran,España,Cataluña,Penedès,2011,Espumoso,Xarel·lo,12.00,14.5,20.00
Amaren Solo Reserva,Bodegas Amaren,España,La Rioja (España),Rioja,2008,Tinto,Tempranillo,14.00,14.0,28.00
¡Ea! Tinto,M. Manzaneque Súarez,España,Castilla La Mancha,La Mancha,2014,Tinto,Tempranillo,13.50,14.0,8.50 
Conde de San Cristóbal,Bodegas y Viñedos Marqués de Vargas,España,Castilla y León,Ribera del Duero,2013,Tinto,"Tempranillo (80%), Cabernet Sauvignon (10%), Merlot (10%)",14.00,13.5,13.00
Heretat Nature Real Gran Reserva,Heretat Mas Tinell,España,Vinos espumosos,Cava,2009,Espumoso,"Macabeo, Parellada, Xarel·lo",12.00,12.5,13.00
Argila Rosé Brut Nature,Mas Bertran,España,Cataluña,Penedès,2013,Espumoso,Sumoll,12.50,12.0,18.00
Valtuille Cepas Centenarias,Bodegas y Viñedos Castro Ventosa,España,Castilla y León,Bierzo,2013,Tinto,Mencía,14.00,17.0,35.00
Demencia 10º Aniversario,Demencia de Autor,España,Castilla y León,Bierzo,2012,Tinto,Mencía,15.00,17.0,90.00
Demencia,Demencia de Autor,España,Castilla y León,Bierzo,2010,Tinto,Mencía,15.00,17.0,29.00
CAL Godello Calcáreo,Verónica Ortega,España,Castilla y León,Bierzo,2015,Blanco,Godello,12.30,16.5,20.00
VO Versión Original,Verónica Ortega,España,Castilla y León,Bierzo,2015,Tinto,Mencía,13.40,16.0,20.00
Pyjama Godello,Demencia de Autor,España,Castilla y León,Bierzo,2015,Blanco,Godello,13.00,15.5,10.00
Pyjama,Demencia de Autor,España,Castilla y León,Bierzo,2015,Tinto,Mencía,14.00,15.5,11.50
Roc,Verónica Ortega,España,Castilla y León,Bierzo,2014,Tinto,Mencía,13.50,15.5,25.00
Gotín del Risc Mencía,Bodega del Abad 2000,España,Castilla y León,Bierzo,2014,Tinto,Mencía,13.50,15.5,10.00
Cachicán,Demencia de Autor,España,N/D,Otros España,2015,Tinto,"Mencía (87%), Cigüente (13%)",13.10,15.0,15.00
El Castro de Valtuille,Bodegas y Viñedos Castro Ventosa,España,Castilla y León,Bierzo,2013,Tinto,Mencía,13.50,15.0,11.00
Castro Ventosa Mencía Vintage,Bodegas y Viñedos Castro Ventosa,España,Castilla y León,Bierzo,2013,Tinto,Mencía,14.00,15.0,16.00
Xestal,Bodegas y Viñedos Gancedo,España,Castilla y León,Bierzo,2009,Tinto,Mencía,14.50,15.0,12.00
Capricho Val de Paxariñas,Bodegas y Viñedos Gancedo,España,Castilla y León,Bierzo,2015,Blanco,"Godello, Cigüente",13.50,14.5,9.00 
El Castro de Valtuille Mencía Joven,Bodegas y Viñedos Castro Ventosa,España,Castilla y León,Bierzo,2015,Tinto,Mencía,13.00,14.5,6.00 
Abad Dom Bueno Mencía Barrica,Bodega del Abad 2000,España,Castilla y León,Bierzo,2014,Tinto,Mencía,13.50,14.5,8.00 
Tesín de la Campana,Bodega del Abad 2000,España,Castilla y León,Bierzo,2013,Tinto,Mencía,13.50,14.5,25.00
Quite,Verónica Ortega,España,Castilla y León,Bierzo,2015,Tinto,Mencía,13.00,14.0,10.00
Gancedo Mencía 6 meses,Bodegas y Viñedos Gancedo,España,Castilla y León,Bierzo,2013,Tinto,Mencía,14.00,13.0,12.50
Carracedo,Bodega del Abad 2000,España,Castilla y León,Bierzo,2013,Tinto,Mencía,14.00,13.0,18.00
Mengoba La Vigne de Sancho Martín,Mengoba,España,Castilla y León,Bierzo,2014,Tinto,Mencía,13.50,17.0,17.00
Vico,Cía. de Vinos del Atlántico,España,Castilla y León,Bierzo,2014,Tinto,Mencía,13.50,16.5,23.00
Peique Selección Familiar,Bodegas Peique,España,Castilla y León,Bierzo,2008,Tinto,Mencía,14.50,16.5,27.00
Akilia Villa de San Lorenzo Blanco,Akilia,España,Castilla y León,Bierzo,2015,Blanco,"Palomino (75%), Cigüente (25%)",13.50,16.0,12.00
Tilenus Pagos de Posada,Bodegas Estefanía,España,Castilla y León,Bierzo,2010,Tinto,Mencía,14.50,16.0,15.50
Estaladiña by Gregory Pérez,Mengoba,España,N/D,Otros España,2015,Tinto,Estaladiña,13.50,15.5,27.00
Mengoba Godello sobre Lías,Mengoba,España,Castilla y León,Bierzo,2015,Blanco,Godello,12.50,15.5,14.00
